,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_CODE,YIELD,UNIT
354,.1~828,828,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.5E4,ST
355,.1~411,411,D3,02,15,02/15,2024-02-04T00:00:00,7,35,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
356,.1~464,464,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
357,.1~893,893,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
358,.1~471,471,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
359,.1~598,598,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
360,.1~397,397,D3,02,14,02/14,2024-02-03T00:00:00,7,34,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
361,.1~573,573,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
362,.1~875,875,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
363,.1~393,393,D3,02,13,02/13,2024-02-02T00:00:00,7,33,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
364,.1~380,380,D3,02,12,02/12,2024-02-01T00:00:00,7,32,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
365,.1~840,840,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.5E4,ST
366,.1~486,486,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
367,.1~369,369,D3,02,11,02/11,2024-01-31T00:00:00,7,31,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
368,.1~907,907,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
369,.1~611,611,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,6.658E3,ST
370,.1~885,885,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
371,.1~359,359,D3,02,10,02/10,2024-01-30T00:00:00,6,30,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,9.338E3,ST
372,.1~816,816,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.5322E4,ST
373,.1~624,624,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.5E4,ST
374,.1~549,549,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
375,.1~348,348,D3,02,09,02/09,2024-01-29T00:00:00,6,29,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.5E4,ST
376,.1~442,442,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
377,.1~752,752,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
378,.1~636,636,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.6342E4,ST
379,.1~336,336,D3,02,08,02/08,2024-01-28T00:00:00,6,28,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.3662E4,ST
380,.1~921,921,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
381,.1~209,209,D3,01,18,01/18,2024-01-18T00:00:00,4,18,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
382,.1~201,201,D3,01,17,01/17,2024-01-17T00:00:00,4,17,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
383,.1~18,18,D3,01,02,01/02,2024-01-02T00:00:00,1,2,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
384,.1~184,184,D3,01,16,01/16,2024-01-16T00:00:00,4,16,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
385,.1~172,172,D3,01,15,01/15,2024-01-15T00:00:00,3,15,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
386,.1~160,160,D3,01,14,01/14,2024-01-14T00:00:00,3,14,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
387,.1~150,150,D3,01,13,01/13,2024-01-13T00:00:00,3,13,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
388,.1~35,35,D3,01,03,01/03,2024-01-03T00:00:00,1,3,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
389,.1~137,137,D3,01,12,01/12,2024-01-12T00:00:00,3,12,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
390,.1~37,37,D3,01,04,01/04,2024-01-04T00:00:00,1,4,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
391,.1~125,125,D3,01,11,01/11,2024-01-11T00:00:00,3,11,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
392,.1~113,113,D3,01,10,01/10,2024-01-10T00:00:00,2,10,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
393,.1~103,103,D3,01,09,01/09,2024-01-09T00:00:00,2,9,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
394,.1~87,87,D3,01,08,01/08,2024-01-08T00:00:00,2,8,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
395,.1~84,84,D3,01,07,01/07,2024-01-07T00:00:00,2,7,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.9334E4,ST
396,.1~58,58,D3,01,05,01/05,2024-01-05T00:00:00,1,5,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
397,.1~72,72,D3,01,06,01/06,2024-01-06T00:00:00,2,6,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.7666E4,ST
398,.1~220,220,D3,01,19,01/19,2024-01-19T00:00:00,4,19,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
399,.1~3,3,D3,01,01,01/01,2024-01-01T00:00:00,1,1,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
400,.1~353,353,D3,02,10,02/10,2024-01-30T00:00:00,6,30,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
401,.1~656,656,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
402,.1~857,857,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
403,.1~41,41,D3,01,04,01/04,2024-01-04T00:00:00,1,4,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
404,.1~344,344,D3,02,09,02/09,2024-01-29T00:00:00,6,29,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
405,.1~780,780,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
406,.1~188,188,D3,01,16,01/16,2024-01-16T00:00:00,4,16,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
407,.1~823,823,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
408,.1~912,912,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
409,.1~664,664,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
410,.1~332,332,D3,02,08,02/08,2024-01-28T00:00:00,6,28,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
411,.1~33,33,D3,01,03,01/03,2024-01-03T00:00:00,1,3,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
412,.1~146,146,D3,01,13,01/13,2024-01-13T00:00:00,3,13,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
413,.1~676,676,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
414,.1~193,193,D3,01,17,01/17,2024-01-17T00:00:00,4,17,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
415,.1~923,923,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.012E3,ST
416,.1~478,478,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
417,.1~313,313,D3,02,07,02/07,2024-01-27T00:00:00,6,27,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
418,.1~551,551,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.992E3,ST
419,.1~309,309,D3,02,06,02/06,2024-01-26T00:00:00,6,26,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
420,.1~416,416,D3,02,15,02/15,2024-02-04T00:00:00,7,35,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
421,.1~83,83,D3,01,07,01/07,2024-01-07T00:00:00,2,7,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.499E3,ST
422,.1~925,925,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
423,.1~768,768,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.9656E4,ST
424,.1~849,849,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
425,.1~688,688,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
426,.1~588,588,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.2008E4,ST
427,.1~405,405,D3,02,14,02/14,2024-02-03T00:00:00,7,34,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
428,.1~801,801,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
429,.1~871,871,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
430,.1~888,888,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.2988E4,ST
431,.1~440,440,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
432,.1~221,221,D3,01,19,01/19,2024-01-19T00:00:00,4,19,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
433,.1~234,234,D3,01,20,01/20,2024-01-20T00:00:00,4,20,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
434,.1~621,621,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
435,.1~391,391,D3,02,13,02/13,2024-02-02T00:00:00,7,33,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
436,.1~812,812,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
437,.1~576,576,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
438,.1~20,20,D3,01,02,01/02,2024-01-02T00:00:00,1,2,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
439,.1~446,446,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
440,.1~626,626,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
441,.1~381,381,D3,02,12,02/12,2024-02-01T00:00:00,7,32,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
442,.1~174,174,D3,01,15,01/15,2024-01-15T00:00:00,3,15,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
443,.1~791,791,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,3.344E3,ST
444,.1~607,607,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
445,.1~900,900,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
446,.1~112,112,D3,01,10,01/10,2024-01-10T00:00:00,2,10,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
447,.1~364,364,D3,02,11,02/11,2024-01-31T00:00:00,7,31,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
448,.1~564,564,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
449,.1~165,165,D3,01,14,01/14,2024-01-14T00:00:00,3,14,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
450,.1~644,644,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
451,.1~96,96,D3,01,08,01/08,2024-01-08T00:00:00,2,8,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
452,.1~108,108,D3,01,09,01/09,2024-01-09T00:00:00,2,9,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.0501E4,ST
453,.1~4,4,D3,01,01,01/01,2024-01-01T00:00:00,1,1,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
454,.1~461,461,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
455,.1~829,829,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
456,.1~276,276,D3,02,03,02/03,2024-01-23T00:00:00,5,23,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.5E4,ST
457,.1~728,728,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
458,.1~206,206,D3,01,18,01/18,2024-01-18T00:00:00,4,18,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
459,.1~135,135,D3,01,12,01/12,2024-01-12T00:00:00,3,12,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
460,.1~706,706,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
461,.1~250,250,D3,02,01,02/01,2024-01-21T00:00:00,5,21,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
462,.1~518,518,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
463,.1~940,940,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
464,.1~130,130,D3,01,11,01/11,2024-01-11T00:00:00,3,11,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
465,.1~423,423,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
466,.1~59,59,D3,01,05,01/05,2024-01-05T00:00:00,1,5,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
467,.1~537,537,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
468,.1~745,745,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
469,.1~959,959,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
470,.1~515,515,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
471,.1~716,716,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
472,.1~592,592,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
473,.1~67,67,D3,01,06,01/06,2024-01-06T00:00:00,2,6,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
474,.1~502,502,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
475,.1~490,490,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
476,.1~740,740,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
477,.1~289,289,D3,02,05,02/05,2024-01-25T00:00:00,5,25,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
478,.1~264,264,D3,02,02,02/02,2024-01-22T00:00:00,5,22,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.0163E4,ST
479,.1~287,287,D3,02,04,02/04,2024-01-24T00:00:00,5,24,DD-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.837E3,ST
480,.1~54,54,D3,01,05,01/05,2024-01-05T00:00:00,1,5,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
481,.1~370,370,D3,02,11,02/11,2024-01-31T00:00:00,7,31,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
482,.1~376,376,D3,02,12,02/12,2024-02-01T00:00:00,7,32,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
483,.1~474,474,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
484,.1~176,176,D3,01,15,01/15,2024-01-15T00:00:00,3,15,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
485,.1~463,463,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
486,.1~892,892,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
487,.1~390,390,D3,02,13,02/13,2024-02-02T00:00:00,7,33,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
488,.1~697,697,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
489,.1~859,859,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
490,.1~680,680,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
491,.1~24,24,D3,01,02,01/02,2024-01-02T00:00:00,1,2,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
492,.1~883,883,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
493,.1~408,408,D3,02,14,02/14,2024-02-03T00:00:00,7,34,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,1.8161E4,ST
494,.1~420,420,D3,02,15,02/15,2024-02-04T00:00:00,7,35,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,1.8839E4,ST
495,.1~28,28,D3,01,03,01/03,2024-01-03T00:00:00,1,3,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
496,.1~429,429,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
497,.1~437,437,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
498,.1~157,157,D3,01,14,01/14,2024-01-14T00:00:00,3,14,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
499,.1~154,154,D3,01,13,01/13,2024-01-13T00:00:00,3,13,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
500,.1~870,870,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
501,.1~686,686,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
502,.1~449,449,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
503,.1~223,223,D3,01,19,01/19,2024-01-19T00:00:00,4,19,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
504,.1~239,239,D3,01,20,01/20,2024-01-20T00:00:00,4,20,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
505,.1~242,242,D3,02,01,02/01,2024-01-21T00:00:00,5,21,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
506,.1~215,215,D3,01,18,01/18,2024-01-18T00:00:00,4,18,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
507,.1~950,950,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
508,.1~735,735,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
509,.1~69,69,D3,01,06,01/06,2024-01-06T00:00:00,2,6,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
510,.1~262,262,D3,02,02,02/02,2024-01-22T00:00:00,5,22,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
511,.1~271,271,D3,02,03,02/03,2024-01-23T00:00:00,5,23,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
512,.1~750,750,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
513,.1~279,279,D3,02,04,02/04,2024-01-24T00:00:00,5,24,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
514,.1~938,938,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
515,.1~204,204,D3,01,17,01/17,2024-01-17T00:00:00,4,17,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,1.6336E4,ST
516,.1~934,934,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
517,.1~292,292,D3,02,05,02/05,2024-01-25T00:00:00,5,25,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
518,.1~302,302,D3,02,06,02/06,2024-01-26T00:00:00,6,26,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
519,.1~11,11,D3,01,01,01/01,2024-01-01T00:00:00,1,1,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
520,.1~722,722,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
521,.1~319,319,D3,02,07,02/07,2024-01-27T00:00:00,6,27,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
522,.1~192,192,D3,01,16,01/16,2024-01-16T00:00:00,4,16,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,2.0664E4,ST
523,.1~325,325,D3,02,08,02/08,2024-01-28T00:00:00,6,28,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
524,.1~74,74,D3,01,07,01/07,2024-01-07T00:00:00,2,7,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
525,.1~914,914,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
526,.1~714,714,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
527,.1~339,339,D3,02,09,02/09,2024-01-29T00:00:00,6,29,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
528,.1~350,350,D3,02,10,02/10,2024-01-30T00:00:00,6,30,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
529,.1~760,760,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
530,.1~902,902,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
531,.1~521,521,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
