,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_CODE,YIELD,UNIT
167,.1~835,835,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
168,.1~136,136,D3,01,12,01/12,2024-01-12T00:00:00,3,12,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
169,.1~36,36,D3,01,03,01/03,2024-01-03T00:00:00,1,3,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.5E4,ST
170,.1~494,494,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
171,.1~538,538,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
172,.1~543,543,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
173,.1~127,127,D3,01,11,01/11,2024-01-11T00:00:00,3,11,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
174,.1~848,848,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
175,.1~482,482,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
176,.1~826,826,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
177,.1~475,475,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
178,.1~218,218,D3,01,19,01/19,2024-01-19T00:00:00,4,19,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
179,.1~459,459,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
180,.1~563,563,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
181,.1~861,861,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
182,.1~152,152,D3,01,13,01/13,2024-01-13T00:00:00,3,13,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
183,.1~453,453,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
184,.1~569,569,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
185,.1~114,114,D3,01,10,01/10,2024-01-10T00:00:00,2,10,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
186,.1~767,767,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.177E3,ST
187,.1~300,300,D3,02,05,02/05,2024-01-25T00:00:00,5,25,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.5E4,ST
188,.1~198,198,D3,01,17,01/17,2024-01-17T00:00:00,4,17,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
189,.1~924,924,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.9821E4,ST
190,.1~311,311,D3,02,06,02/06,2024-01-26T00:00:00,6,26,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,5.004E3,ST
191,.1~678,678,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
192,.1~322,322,D3,02,07,02/07,2024-01-27T00:00:00,6,27,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
193,.1~776,776,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
194,.1~331,331,D3,02,08,02/08,2024-01-28T00:00:00,6,28,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
195,.1~661,661,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
196,.1~910,910,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
197,.1~17,17,D3,01,02,01/02,2024-01-02T00:00:00,1,2,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
198,.1~345,345,D3,02,09,02/09,2024-01-29T00:00:00,6,29,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
199,.1~186,186,D3,01,16,01/16,2024-01-16T00:00:00,4,16,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
200,.1~236,236,D3,01,20,01/20,2024-01-20T00:00:00,4,20,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
201,.1~354,354,D3,02,10,02/10,2024-01-30T00:00:00,6,30,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
202,.1~782,782,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
203,.1~744,744,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.1823E4,ST
204,.1~241,241,D3,02,01,02/01,2024-01-21T00:00:00,5,21,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
205,.1~729,729,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
206,.1~211,211,D3,01,18,01/18,2024-01-18T00:00:00,4,18,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
207,.1~257,257,D3,02,02,02/02,2024-01-22T00:00:00,5,22,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
208,.1~945,945,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
209,.1~265,265,D3,02,03,02/03,2024-01-23T00:00:00,5,23,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
210,.1~756,756,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.5E4,ST
211,.1~6,6,D3,01,01,01/01,2024-01-01T00:00:00,1,1,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
212,.1~713,713,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
213,.1~61,61,D3,01,06,01/06,2024-01-06T00:00:00,2,6,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
214,.1~78,78,D3,01,07,01/07,2024-01-07T00:00:00,2,7,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
215,.1~936,936,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.8179E4,ST
216,.1~702,702,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
217,.1~288,288,D3,02,04,02/04,2024-01-24T00:00:00,5,24,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.7996E4,ST
218,.1~695,695,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
219,.1~956,956,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
220,.1~398,398,D3,02,14,02/14,2024-02-03T00:00:00,7,34,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
221,.1~797,797,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
222,.1~613,613,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
223,.1~101,101,D3,01,09,01/09,2024-01-09T00:00:00,2,9,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
224,.1~387,387,D3,02,13,02/13,2024-02-02T00:00:00,7,33,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
225,.1~612,612,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.4175E4,ST
226,.1~48,48,D3,01,04,01/04,2024-01-04T00:00:00,1,4,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.2E4,ST
227,.1~894,894,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
228,.1~374,374,D3,02,12,02/12,2024-02-01T00:00:00,7,32,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
229,.1~633,633,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
230,.1~414,414,D3,02,15,02/15,2024-02-04T00:00:00,7,35,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
231,.1~878,878,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
232,.1~654,654,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
233,.1~95,95,D3,01,08,01/08,2024-01-08T00:00:00,2,8,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
234,.1~809,809,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
235,.1~363,363,D3,02,11,02/11,2024-01-31T00:00:00,7,31,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
236,.1~179,179,D3,01,15,01/15,2024-01-15T00:00:00,3,15,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
237,.1~53,53,D3,01,05,01/05,2024-01-05T00:00:00,1,5,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
238,.1~639,639,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
239,.1~600,600,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.5E4,ST
240,.1~906,906,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
241,.1~394,394,D3,02,13,02/13,2024-02-02T00:00:00,7,33,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
242,.1~896,896,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
243,.1~169,169,D3,01,15,01/15,2024-01-15T00:00:00,3,15,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
244,.1~403,403,D3,02,14,02/14,2024-02-03T00:00:00,7,34,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
245,.1~410,410,D3,02,15,02/15,2024-02-04T00:00:00,7,35,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
246,.1~164,164,D3,01,14,01/14,2024-01-14T00:00:00,3,14,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
247,.1~741,741,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
248,.1~425,425,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
249,.1~434,434,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
250,.1~25,25,D3,01,03,01/03,2024-01-03T00:00:00,1,3,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
251,.1~884,884,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
252,.1~454,454,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
253,.1~457,457,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
254,.1~56,56,D3,01,05,01/05,2024-01-05T00:00:00,1,5,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
255,.1~147,147,D3,01,13,01/13,2024-01-13T00:00:00,3,13,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
256,.1~480,480,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,1.6493E4,ST
257,.1~491,491,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,7.507E3,ST
258,.1~869,869,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
259,.1~727,727,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
260,.1~497,497,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
261,.1~139,139,D3,01,12,01/12,2024-01-12T00:00:00,3,12,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
262,.1~508,508,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
263,.1~519,519,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
264,.1~226,226,D3,01,19,01/19,2024-01-19T00:00:00,4,19,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
265,.1~232,232,D3,01,20,01/20,2024-01-20T00:00:00,4,20,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
266,.1~2,2,D3,01,01,01/01,2024-01-01T00:00:00,1,1,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
267,.1~244,244,D3,02,01,02/01,2024-01-21T00:00:00,5,21,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
268,.1~957,957,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
269,.1~253,253,D3,02,02,02/02,2024-01-22T00:00:00,5,22,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
270,.1~942,942,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
271,.1~208,208,D3,01,18,01/18,2024-01-18T00:00:00,4,18,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
272,.1~275,275,D3,02,03,02/03,2024-01-23T00:00:00,5,23,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
273,.1~285,285,D3,02,04,02/04,2024-01-24T00:00:00,5,24,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
274,.1~62,62,D3,01,06,01/06,2024-01-06T00:00:00,2,6,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
275,.1~298,298,D3,02,05,02/05,2024-01-25T00:00:00,5,25,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
276,.1~301,301,D3,02,06,02/06,2024-01-26T00:00:00,6,26,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
277,.1~928,928,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
278,.1~194,194,D3,01,17,01/17,2024-01-17T00:00:00,4,17,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
279,.1~318,318,D3,02,07,02/07,2024-01-27T00:00:00,6,27,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
280,.1~754,754,D3,04,03,04/03,2024-03-03T00:00:00,13,63,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
281,.1~326,326,D3,02,08,02/08,2024-01-28T00:00:00,6,28,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
282,.1~341,341,D3,02,09,02/09,2024-01-29T00:00:00,6,29,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
283,.1~919,919,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
284,.1~356,356,D3,02,10,02/10,2024-01-30T00:00:00,6,30,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
285,.1~765,765,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
286,.1~182,182,D3,01,16,01/16,2024-01-16T00:00:00,4,16,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
287,.1~16,16,D3,01,02,01/02,2024-01-02T00:00:00,1,2,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
288,.1~365,365,D3,02,11,02/11,2024-01-31T00:00:00,7,31,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
289,.1~378,378,D3,02,12,02/12,2024-02-01T00:00:00,7,32,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
290,.1~837,837,D3,04,10,04/10,2024-03-10T00:00:00,14,70,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
291,.1~116,116,D3,01,10,01/10,2024-01-10T00:00:00,2,10,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
292,.1~578,578,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
293,.1~821,821,D3,04,09,04/09,2024-03-09T00:00:00,14,69,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
294,.1~596,596,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
295,.1~715,715,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
296,.1~610,610,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
297,.1~43,43,D3,01,04,01/04,2024-01-04T00:00:00,1,4,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
298,.1~105,105,D3,01,09,01/09,2024-01-09T00:00:00,2,9,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
299,.1~618,618,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
300,.1~627,627,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
301,.1~814,814,D3,04,08,04/08,2024-03-08T00:00:00,14,68,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
302,.1~643,643,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
303,.1~93,93,D3,01,08,01/08,2024-01-08T00:00:00,2,8,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
304,.1~657,657,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
305,.1~76,76,D3,01,07,01/07,2024-01-07T00:00:00,2,7,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
306,.1~665,665,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
307,.1~788,788,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
308,.1~800,800,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
309,.1~679,679,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
310,.1~685,685,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
311,.1~701,701,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
312,.1~853,853,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
313,.1~531,531,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
314,.1~846,846,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
315,.1~547,547,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
316,.1~554,554,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
317,.1~121,121,D3,01,11,01/11,2024-01-11T00:00:00,3,11,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
318,.1~773,773,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
319,.1~566,566,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
320,.1~645,645,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
321,.1~711,711,D3,03,20,03/20,2024-02-29T00:00:00,12,60,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
322,.1~649,649,D3,03,15,03/15,2024-02-24T00:00:00,11,55,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
323,.1~724,724,D3,04,01,04/01,2024-03-01T00:00:00,13,61,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
324,.1~315,315,D3,02,07,02/07,2024-01-27T00:00:00,6,27,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
325,.1~929,929,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
326,.1~306,306,D3,02,06,02/06,2024-01-26T00:00:00,6,26,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
327,.1~498,498,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
328,.1~852,852,D3,04,11,04/11,2024-03-11T00:00:00,15,71,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.4678E4,ST
329,.1~663,663,D3,03,16,03/16,2024-02-25T00:00:00,12,56,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
330,.1~290,290,D3,02,05,02/05,2024-01-25T00:00:00,5,25,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
331,.1~506,506,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
332,.1~939,939,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
333,.1~280,280,D3,02,04,02/04,2024-01-24T00:00:00,5,24,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
334,.1~535,535,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
335,.1~272,272,D3,02,03,02/03,2024-01-23T00:00:00,5,23,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
336,.1~860,860,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
337,.1~793,793,D3,04,07,04/07,2024-03-07T00:00:00,14,67,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
338,.1~759,759,D3,04,04,04/04,2024-03-04T00:00:00,13,64,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
339,.1~256,256,D3,02,02,02/02,2024-01-22T00:00:00,5,22,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
340,.1~447,447,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
341,.1~681,681,D3,03,17,03/17,2024-02-26T00:00:00,12,57,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
342,.1~960,960,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
343,.1~523,523,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
344,.1~243,243,D3,02,01,02/01,2024-01-21T00:00:00,5,21,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
345,.1~689,689,D3,03,18,03/18,2024-02-27T00:00:00,12,58,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
346,.1~790,790,D3,04,06,04/06,2024-03-06T00:00:00,14,66,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
347,.1~229,229,D3,01,20,01/20,2024-01-20T00:00:00,4,20,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
348,.1~699,699,D3,03,19,03/19,2024-02-28T00:00:00,12,59,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
349,.1~769,769,D3,04,05,04/05,2024-03-05T00:00:00,13,65,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
350,.1~430,430,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
351,.1~560,560,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
352,.1~583,583,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
353,.1~742,742,D3,04,02,04/02,2024-03-02T00:00:00,13,62,DD-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
