,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
508,.1~143,143,D3,02,05,02/05,2024-01-25T00:00:00,5,25,5269,2,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,2662,2662,ST,9.17,24410.54,6069.36,EUR,18341.18000,0.75
509,.1~140,140,D3,02,05,02/05,2024-01-25T00:00:00,5,25,5265,1,02,Bavaria,South,FREISING,Germany,85356,80102,10,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,2781,2781,ST,8.00,22248.00,5756.67,EUR,16491.33000,0.74
510,.1~126,126,D3,02,03,02/03,2024-01-23T00:00:00,5,23,5203,4,02,Bavaria,South,MÜNCHEN,Germany,80939,80124,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,2583,2583,ST,9.17,23686.11,5889.24,EUR,17796.87000,0.75
511,.1~138,138,D3,02,05,02/05,2024-01-25T00:00:00,5,25,5265,3,02,Bavaria,South,FREISING,Germany,85356,80102,10,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,3342,3342,ST,7.81,26101.02,5414.04,EUR,20686.98000,0.79
512,.1~186,186,D3,02,10,02/10,2024-01-30T00:00:00,6,30,5411,2,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,3006,3006,ST,8.00,24048.00,4869.72,EUR,19178.28000,0.80
513,.1~558,558,D3,04,20,04/20,2024-03-20T00:00:00,16,80,6920,4,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,3272,3272,ST,7.30,23885.60,7460.16,EUR,16425.44000,0.69
514,.1~557,557,D3,04,20,04/20,2024-03-20T00:00:00,16,80,6920,3,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,3172,3172,ST,7.30,23155.60,7232.16,EUR,15923.44000,0.69
515,.1~556,556,D3,04,20,04/20,2024-03-20T00:00:00,16,80,6920,1,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,3615,3615,ST,7.30,26389.50,8242.20,EUR,18147.30000,0.69
516,.1~551,551,D3,04,20,04/20,2024-03-20T00:00:00,16,80,6920,2,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,3217,3217,ST,8.00,25736.00,5211.54,EUR,20524.46000,0.80
517,.1~363,363,D3,03,15,03/15,2024-02-24T00:00:00,11,55,6167,4,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,3637,3637,ST,7.00,25459.00,5055.43,EUR,20403.57000,0.80
518,.1~362,362,D3,03,15,03/15,2024-02-24T00:00:00,11,55,6167,3,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,3177,3177,ST,7.00,22239.00,4416.03,EUR,17822.97000,0.80
519,.1~360,360,D3,03,15,03/15,2024-02-24T00:00:00,11,55,6167,1,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,3092,3092,ST,8.00,24736.00,7018.84,EUR,17717.16000,0.72
520,.1~359,359,D3,03,15,03/15,2024-02-24T00:00:00,11,55,6167,2,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2659,2659,ST,8.20,21803.80,4307.58,EUR,17496.22000,0.80
521,.1~194,194,D3,02,10,02/10,2024-01-30T00:00:00,6,30,5411,3,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2967,2967,ST,7.78,23083.26,4124.13,EUR,18959.13000,0.82
522,.1~193,193,D3,02,10,02/10,2024-01-30T00:00:00,6,30,5411,4,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2973,2973,ST,7.78,23129.94,4132.47,EUR,18997.47000,0.82
523,.1~189,189,D3,02,10,02/10,2024-01-30T00:00:00,6,30,5411,1,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,DD-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,2926,2926,ST,8.40,24578.40,6642.02,EUR,17936.38000,0.73
524,.1~27,27,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4760,3,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2277,2277,ST,9.51,21654.27,3688.74,EUR,17965.53000,0.83
525,.1~222,222,D3,02,19,02/19,2024-02-08T00:00:00,8,39,5686,4,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2992,2992,ST,6.90,20644.80,4158.88,EUR,16485.92000,0.80
526,.1~221,221,D3,02,19,02/19,2024-02-08T00:00:00,8,39,5686,1,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2970,2970,ST,6.90,20493.00,4128.30,EUR,16364.70000,0.80
527,.1~220,220,D3,02,19,02/19,2024-02-08T00:00:00,8,39,5686,3,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4146,4146,ST,4.95,20522.70,5099.58,EUR,15423.12000,0.75
528,.1~219,219,D3,02,19,02/19,2024-02-08T00:00:00,8,39,5686,2,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4020,4020,ST,4.95,19899.00,4944.60,EUR,14954.40000,0.75
529,.1~33,33,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4760,1,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,2201,2201,ST,9.28,20425.28,3059.39,EUR,17365.89000,0.85
530,.1~28,28,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4760,2,02,Brandenburg,North,COTTBUS,Germany,03046,80132,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2288,2288,ST,9.51,21758.88,3706.56,EUR,18052.32000,0.83
531,.1~384,384,D3,03,19,03/19,2024-02-28T00:00:00,12,59,6294,1,02,Brandenburg,North,FRANKFURT/ODER,Germany,15234,80199,14,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,3122,3122,ST,5.00,15610.00,3527.86,EUR,12082.14000,0.77
532,.1~389,389,D3,03,20,03/20,2024-02-29T00:00:00,12,60,6323,1,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,4709,4709,ST,4.70,22132.30,5321.17,EUR,16811.13000,0.76
533,.1~388,388,D3,03,20,03/20,2024-02-29T00:00:00,12,60,6323,4,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,4616,4616,ST,5.15,23772.40,3646.64,EUR,20125.76000,0.85
534,.1~286,286,D3,03,07,03/07,2024-02-16T00:00:00,10,47,5926,2,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,1992,1992,ST,7.95,15836.40,4541.76,EUR,11294.64000,0.71
535,.1~14,14,D3,01,06,01/06,2024-01-06T00:00:00,2,6,4699,2,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,2760,2760,ST,9.56,26385.60,5713.20,EUR,20672.40000,0.78
536,.1~255,255,D3,03,04,03/04,2024-02-13T00:00:00,9,44,5835,2,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,5147,5147,ST,5.00,25735.00,5816.11,EUR,19918.89000,0.77
537,.1~256,256,D3,03,04,03/04,2024-02-13T00:00:00,9,44,5835,4,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,3207,3207,ST,7.80,25014.60,6638.49,EUR,18376.11000,0.73
538,.1~257,257,D3,03,04,03/04,2024-02-13T00:00:00,9,44,5835,3,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,3371,3371,ST,7.80,26293.80,6977.97,EUR,19315.83000,0.73
539,.1~258,258,D3,03,04,03/04,2024-02-13T00:00:00,9,44,5835,1,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,3036,3036,ST,7.80,23680.80,6284.52,EUR,17396.28000,0.73
540,.1~473,473,D3,04,10,04/10,2024-03-10T00:00:00,14,70,6618,2,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,3676,3676,ST,7.00,25732.00,8344.52,EUR,17387.48000,0.68
541,.1~474,474,D3,04,10,04/10,2024-03-10T00:00:00,14,70,6618,1,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,3495,3495,ST,7.00,24465.00,7933.65,EUR,16531.35000,0.68
542,.1~475,475,D3,04,10,04/10,2024-03-10T00:00:00,14,70,6618,3,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,3451,3451,ST,7.40,25537.40,4796.89,EUR,20740.51000,0.81
543,.1~13,13,D3,01,06,01/06,2024-01-06T00:00:00,2,6,4699,1,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,2340,2340,ST,9.56,22370.40,4843.80,EUR,17526.60000,0.78
544,.1~394,394,D3,03,20,03/20,2024-02-29T00:00:00,12,60,6323,3,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,2794,2794,ST,8.20,22910.80,5783.58,EUR,17127.22000,0.75
545,.1~375,375,D3,03,16,03/16,2024-02-25T00:00:00,12,56,6192,1,02,Saxony,North,WERDAU,Germany,08412,80276,14,DD-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,3597,3597,ST,5.20,18704.40,4424.31,EUR,14280.09000,0.76
546,.1~395,395,D3,03,20,03/20,2024-02-29T00:00:00,12,60,6323,2,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,2886,2886,ST,8.20,23665.20,5974.02,EUR,17691.18000,0.75
547,.1~29,29,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4765,1,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2665,2665,ST,9.51,25344.15,4317.30,EUR,21026.85000,0.83
548,.1~30,30,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4765,2,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2579,2579,ST,9.51,24526.29,4177.98,EUR,20348.31000,0.83
549,.1~285,285,D3,03,07,03/07,2024-02-16T00:00:00,10,47,5926,3,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,2834,2834,ST,8.40,23805.60,6433.18,EUR,17372.42000,0.73
550,.1~284,284,D3,03,07,03/07,2024-02-16T00:00:00,10,47,5926,1,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,4957,4957,ST,4.00,19828.00,5601.41,EUR,14226.59000,0.72
551,.1~283,283,D3,03,07,03/07,2024-02-16T00:00:00,10,47,5926,4,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,3894,3894,ST,5.15,20054.10,3076.26,EUR,16977.84000,0.85
552,.1~31,31,D3,01,08,01/08,2024-01-08T00:00:00,2,8,4765,3,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,DD-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,2721,2721,ST,9.51,25876.71,4408.02,EUR,21468.69000,0.83
553,.1~227,227,D3,02,19,02/19,2024-02-08T00:00:00,8,39,5691,1,02,Saxony-Anhalt,North,BITTERFELD,Germany,06749,80277,14,DD-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,3397,3397,ST,5.80,19702.60,4178.31,EUR,15524.29000,0.79
554,.1~282,282,D3,03,06,03/06,2024-02-15T00:00:00,10,46,5891,1,02,Saxony-Anhalt,North,DESSAU,Germany,06842,80278,14,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,3346,3346,ST,5.88,19674.48,3780.98,EUR,15893.50000,0.81
555,.1~148,148,D3,02,06,02/06,2024-01-26T00:00:00,6,26,5301,1,02,Saxony-Anhalt,North,PEIßEN,Germany,06188,80281,14,DD-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,2663,2663,ST,6.20,16510.60,2396.70,EUR,14113.90000,0.85
556,.1~402,402,D3,04,01,04/01,2024-03-01T00:00:00,13,61,6352,1,02,Saxony-Anhalt,North,DESSAU,Germany,06842,80278,14,DD-F06,500g Mixed Fruit Muesli,Finished Product,F06,500g,Mixed Fruit Muesli,3134,3134,ST,5.00,15670.00,3541.42,EUR,12128.58000,0.77
557,.1~97,97,D3,01,20,01/20,2024-01-20T00:00:00,4,20,5126,1,02,Saxony-Anhalt,North,LEIßLING,Germany,06667,80280,14,DD-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,3149,3149,ST,5.99,18862.51,2487.71,EUR,16374.80000,0.87
558,.1~121,121,D3,02,02,02/02,2024-01-22T00:00:00,5,22,5183,1,02,Thuringia,South,GERA,Germany,07545,80290,14,DD-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,2809,2809,ST,5.80,16292.20,3455.07,EUR,12837.13000,0.79
