,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT_ABS,AMOUNT,AMOUNT_INV,AMOUNT_BS,AMOUNT_IS,CURRENCY
645,.1~646,646,D3,03,16,03/16,2024-02-25T00:00:00,12,56,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,124457.80,-124457.80,124457.80,-124457.80,0.00,EUR
646,.1~647,647,D3,03,16,03/16,2024-02-25T00:00:00,12,56,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,197441.00,197441.00,-197441.00,197441.00,0.00,EUR
647,.1~648,648,D3,03,16,03/16,2024-02-25T00:00:00,12,56,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,28536.30,-28536.30,28536.30,-28536.30,0.00,EUR
648,.1~649,649,D3,03,16,03/16,2024-02-25T00:00:00,12,56,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,28536.30,28536.30,-28536.30,0.00,-28536.30,EUR
649,.1~650,650,D3,03,16,03/16,2024-02-25T00:00:00,12,56,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,49806.41,-49806.41,49806.41,-49806.41,0.00,EUR
650,.1~651,651,D3,03,16,03/16,2024-02-25T00:00:00,12,56,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,28250.00,28250.00,-28250.00,28250.00,0.00,EUR
651,.1~652,652,D3,03,16,03/16,2024-02-25T00:00:00,12,56,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,197441.00,-197441.00,197441.00,0.00,197441.00,EUR
652,.1~653,653,D3,03,16,03/16,2024-02-25T00:00:00,12,56,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,49806.41,49806.41,-49806.41,0.00,-49806.41,EUR
653,.1~654,654,D3,03,16,03/16,2024-02-25T00:00:00,12,56,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,28250.00,-28250.00,28250.00,0.00,28250.00,EUR
654,.1~655,655,D3,03,17,03/17,2024-02-26T00:00:00,12,57,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,83240.80,83240.80,-83240.80,83240.80,0.00,EUR
655,.1~656,656,D3,03,17,03/17,2024-02-26T00:00:00,12,57,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,83240.80,-83240.80,83240.80,-83240.80,0.00,EUR
656,.1~657,657,D3,03,17,03/17,2024-02-26T00:00:00,12,57,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,83410.04,83410.04,-83410.04,83410.04,0.00,EUR
657,.1~658,658,D3,03,17,03/17,2024-02-26T00:00:00,12,57,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,444240.00,-444240.00,444240.00,-444240.00,0.00,EUR
658,.1~659,659,D3,03,17,03/17,2024-02-26T00:00:00,12,57,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,444240.00,-444240.00,444240.00,-444240.00,0.00,EUR
659,.1~660,660,D3,03,17,03/17,2024-02-26T00:00:00,12,57,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,444240.00,444240.00,-444240.00,444240.00,0.00,EUR
660,.1~661,661,D3,03,17,03/17,2024-02-26T00:00:00,12,57,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,20773.41,-20773.41,20773.41,-20773.41,0.00,EUR
661,.1~662,662,D3,03,17,03/17,2024-02-26T00:00:00,12,57,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,444240.00,444240.00,-444240.00,444240.00,0.00,EUR
662,.1~663,663,D3,03,17,03/17,2024-02-26T00:00:00,12,57,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,20773.41,20773.41,-20773.41,0.00,-20773.41,EUR
663,.1~664,664,D3,03,17,03/17,2024-02-26T00:00:00,12,57,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,21404.72,-21404.72,21404.72,-21404.72,0.00,EUR
664,.1~665,665,D3,03,17,03/17,2024-02-26T00:00:00,12,57,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,20767.91,20767.91,-20767.91,20767.91,0.00,EUR
665,.1~666,666,D3,03,17,03/17,2024-02-26T00:00:00,12,57,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,83410.04,-83410.04,83410.04,0.00,83410.04,EUR
666,.1~667,667,D3,03,17,03/17,2024-02-26T00:00:00,12,57,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,21404.72,21404.72,-21404.72,0.00,-21404.72,EUR
667,.1~668,668,D3,03,17,03/17,2024-02-26T00:00:00,12,57,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,20767.91,-20767.91,20767.91,0.00,20767.91,EUR
668,.1~669,669,D3,03,18,03/18,2024-02-27T00:00:00,12,58,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,227183.00,227183.00,-227183.00,227183.00,0.00,EUR
669,.1~670,670,D3,03,18,03/18,2024-02-27T00:00:00,12,58,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,227183.00,-227183.00,227183.00,-227183.00,0.00,EUR
670,.1~671,671,D3,03,18,03/18,2024-02-27T00:00:00,12,58,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,19349.98,-19349.98,19349.98,-19349.98,0.00,EUR
671,.1~672,672,D3,03,18,03/18,2024-02-27T00:00:00,12,58,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,19349.98,19349.98,-19349.98,0.00,-19349.98,EUR
672,.1~673,673,D3,03,18,03/18,2024-02-27T00:00:00,12,58,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,19750.00,19750.00,-19750.00,19750.00,0.00,EUR
673,.1~674,674,D3,03,18,03/18,2024-02-27T00:00:00,12,58,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,19750.00,-19750.00,19750.00,0.00,19750.00,EUR
674,.1~675,675,D3,03,19,03/19,2024-02-28T00:00:00,12,59,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,284722.85,284722.85,-284722.85,284722.85,0.00,EUR
675,.1~676,676,D3,03,19,03/19,2024-02-28T00:00:00,12,59,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,284722.85,-284722.85,284722.85,-284722.85,0.00,EUR
676,.1~677,677,D3,03,19,03/19,2024-02-28T00:00:00,12,59,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,49110.00,49110.00,-49110.00,49110.00,0.00,EUR
677,.1~678,678,D3,03,19,03/19,2024-02-28T00:00:00,12,59,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,35723.58,-35723.58,35723.58,-35723.58,0.00,EUR
678,.1~679,679,D3,03,19,03/19,2024-02-28T00:00:00,12,59,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,35723.58,35723.58,-35723.58,0.00,-35723.58,EUR
679,.1~680,680,D3,03,19,03/19,2024-02-28T00:00:00,12,59,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,11098.86,-11098.86,11098.86,-11098.86,0.00,EUR
680,.1~681,681,D3,03,19,03/19,2024-02-28T00:00:00,12,59,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,35645.27,35645.27,-35645.27,35645.27,0.00,EUR
681,.1~682,682,D3,03,19,03/19,2024-02-28T00:00:00,12,59,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,49110.00,-49110.00,49110.00,0.00,49110.00,EUR
682,.1~683,683,D3,03,19,03/19,2024-02-28T00:00:00,12,59,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,11098.86,11098.86,-11098.86,0.00,-11098.86,EUR
683,.1~684,684,D3,03,19,03/19,2024-02-28T00:00:00,12,59,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,35645.27,-35645.27,35645.27,0.00,35645.27,EUR
684,.1~685,685,D3,03,20,03/20,2024-02-29T00:00:00,12,60,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,1250.00,-1250.00,1250.00,-1250.00,0.00,EUR
685,.1~686,686,D3,03,20,03/20,2024-02-29T00:00:00,12,60,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,52083.33,-52083.33,52083.33,-52083.33,0.00,EUR
686,.1~687,687,D3,03,20,03/20,2024-02-29T00:00:00,12,60,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,85228.80,-85228.80,85228.80,-85228.80,0.00,EUR
687,.1~688,688,D3,03,20,03/20,2024-02-29T00:00:00,12,60,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,238000.20,238000.20,-238000.20,238000.20,0.00,EUR
688,.1~689,689,D3,03,20,03/20,2024-02-29T00:00:00,12,60,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,238000.20,-238000.20,238000.20,-238000.20,0.00,EUR
689,.1~690,690,D3,03,20,03/20,2024-02-29T00:00:00,12,60,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,252647.40,252647.40,-252647.40,252647.40,0.00,EUR
690,.1~691,691,D3,03,20,03/20,2024-02-29T00:00:00,12,60,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,1250.00,-1250.00,0.00,-1250.00,EUR
691,.1~692,692,D3,03,20,03/20,2024-02-29T00:00:00,12,60,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,52083.33,-52083.33,0.00,-52083.33,EUR
692,.1~693,693,D3,03,20,03/20,2024-02-29T00:00:00,12,60,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,52036.51,-52036.51,52036.51,-52036.51,0.00,EUR
693,.1~694,694,D3,03,20,03/20,2024-02-29T00:00:00,12,60,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,52036.51,52036.51,-52036.51,0.00,-52036.51,EUR
694,.1~695,695,D3,03,20,03/20,2024-02-29T00:00:00,12,60,476900,Interest expenses,Income Statement,"Sales, General, and Administrative Expenses",Interest Expenses,,Debit,9988.80,9988.80,-9988.80,0.00,-9988.80,EUR
695,.1~696,696,D3,03,20,03/20,2024-02-29T00:00:00,12,60,477013,Advertising North-05,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 05,Debit,80.00,80.00,-80.00,0.00,-80.00,EUR
696,.1~697,697,D3,03,20,03/20,2024-02-29T00:00:00,12,60,477014,Advertising South-05,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 05,Debit,80.00,80.00,-80.00,0.00,-80.00,EUR
697,.1~698,698,D3,03,20,03/20,2024-02-29T00:00:00,12,60,477015,Advertising West-05,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 05,Debit,80.00,80.00,-80.00,0.00,-80.00,EUR
698,.1~699,699,D3,03,20,03/20,2024-02-29T00:00:00,12,60,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,20000.00,-20000.00,0.00,-20000.00,EUR
699,.1~700,700,D3,03,20,03/20,2024-02-29T00:00:00,12,60,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,15000.00,-15000.00,0.00,-15000.00,EUR
700,.1~701,701,D3,03,20,03/20,2024-02-29T00:00:00,12,60,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,40000.00,-40000.00,0.00,-40000.00,EUR
701,.1~702,702,D3,03,20,03/20,2024-02-29T00:00:00,12,60,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,58842.27,-58842.27,58842.27,-58842.27,0.00,EUR
702,.1~703,703,D3,03,20,03/20,2024-02-29T00:00:00,12,60,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,51750.00,51750.00,-51750.00,51750.00,0.00,EUR
703,.1~704,704,D3,03,20,03/20,2024-02-29T00:00:00,12,60,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,252647.40,-252647.40,252647.40,0.00,252647.40,EUR
704,.1~705,705,D3,03,20,03/20,2024-02-29T00:00:00,12,60,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,58842.27,58842.27,-58842.27,0.00,-58842.27,EUR
705,.1~706,706,D3,03,20,03/20,2024-02-29T00:00:00,12,60,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,51750.00,-51750.00,51750.00,0.00,51750.00,EUR
706,.1~707,707,D3,04,01,04/01,2024-03-01T00:00:00,13,61,113101,Bank Loan,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,1000000.00,1000000.00,-1000000.00,1000000.00,0.00,EUR
707,.1~708,708,D3,04,01,04/01,2024-03-01T00:00:00,13,61,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,1000000.00,-1000000.00,1000000.00,-1000000.00,0.00,EUR
708,.1~709,709,D3,04,01,04/01,2024-03-01T00:00:00,13,61,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,113554.55,113554.55,-113554.55,113554.55,0.00,EUR
709,.1~710,710,D3,04,01,04/01,2024-03-01T00:00:00,13,61,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,113554.55,-113554.55,113554.55,-113554.55,0.00,EUR
710,.1~711,711,D3,04,01,04/01,2024-03-01T00:00:00,13,61,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,161685.60,161685.60,-161685.60,161685.60,0.00,EUR
711,.1~712,712,D3,04,01,04/01,2024-03-01T00:00:00,13,61,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,49975.86,-49975.86,49975.86,-49975.86,0.00,EUR
712,.1~713,713,D3,04,01,04/01,2024-03-01T00:00:00,13,61,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,49975.86,49975.86,-49975.86,0.00,-49975.86,EUR
713,.1~714,714,D3,04,01,04/01,2024-03-01T00:00:00,13,61,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,37267.90,-37267.90,37267.90,-37267.90,0.00,EUR
714,.1~715,715,D3,04,01,04/01,2024-03-01T00:00:00,13,61,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,49700.70,49700.70,-49700.70,49700.70,0.00,EUR
715,.1~716,716,D3,04,01,04/01,2024-03-01T00:00:00,13,61,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,161685.60,-161685.60,161685.60,0.00,161685.60,EUR
716,.1~717,717,D3,04,01,04/01,2024-03-01T00:00:00,13,61,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,37267.90,37267.90,-37267.90,0.00,-37267.90,EUR
717,.1~718,718,D3,04,01,04/01,2024-03-01T00:00:00,13,61,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,49700.70,-49700.70,49700.70,0.00,49700.70,EUR
718,.1~719,719,D3,04,02,04/02,2024-03-02T00:00:00,13,62,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,73886.36,73886.36,-73886.36,73886.36,0.00,EUR
719,.1~720,720,D3,04,02,04/02,2024-03-02T00:00:00,13,62,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,73886.36,-73886.36,73886.36,-73886.36,0.00,EUR
720,.1~721,721,D3,04,02,04/02,2024-03-02T00:00:00,13,62,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,17325.00,17325.00,-17325.00,17325.00,0.00,EUR
721,.1~722,722,D3,04,02,04/02,2024-03-02T00:00:00,13,62,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,30851.79,-30851.79,30851.79,-30851.79,0.00,EUR
722,.1~723,723,D3,04,02,04/02,2024-03-02T00:00:00,13,62,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,30851.79,30851.79,-30851.79,0.00,-30851.79,EUR
723,.1~724,724,D3,04,02,04/02,2024-03-02T00:00:00,13,62,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,2737.35,-2737.35,2737.35,-2737.35,0.00,EUR
724,.1~725,725,D3,04,02,04/02,2024-03-02T00:00:00,13,62,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,35353.26,35353.26,-35353.26,35353.26,0.00,EUR
725,.1~726,726,D3,04,02,04/02,2024-03-02T00:00:00,13,62,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,17325.00,-17325.00,17325.00,0.00,17325.00,EUR
726,.1~727,727,D3,04,02,04/02,2024-03-02T00:00:00,13,62,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,2737.35,2737.35,-2737.35,0.00,-2737.35,EUR
727,.1~728,728,D3,04,02,04/02,2024-03-02T00:00:00,13,62,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,35353.26,-35353.26,35353.26,0.00,35353.26,EUR
728,.1~729,729,D3,04,03,04/03,2024-03-03T00:00:00,13,63,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,185092.30,185092.30,-185092.30,185092.30,0.00,EUR
729,.1~730,730,D3,04,03,04/03,2024-03-03T00:00:00,13,63,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,185092.30,-185092.30,185092.30,-185092.30,0.00,EUR
730,.1~731,731,D3,04,03,04/03,2024-03-03T00:00:00,13,63,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,313514.45,313514.45,-313514.45,313514.45,0.00,EUR
731,.1~732,732,D3,04,03,04/03,2024-03-03T00:00:00,13,63,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,102400.00,-102400.00,102400.00,-102400.00,0.00,EUR
732,.1~733,733,D3,04,03,04/03,2024-03-03T00:00:00,13,63,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,102400.00,-102400.00,102400.00,-102400.00,0.00,EUR
733,.1~734,734,D3,04,03,04/03,2024-03-03T00:00:00,13,63,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,102400.00,102400.00,-102400.00,102400.00,0.00,EUR
734,.1~735,735,D3,04,03,04/03,2024-03-03T00:00:00,13,63,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,35343.20,-35343.20,35343.20,-35343.20,0.00,EUR
735,.1~736,736,D3,04,03,04/03,2024-03-03T00:00:00,13,63,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,102400.00,102400.00,-102400.00,102400.00,0.00,EUR
736,.1~737,737,D3,04,03,04/03,2024-03-03T00:00:00,13,63,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,35343.20,35343.20,-35343.20,0.00,-35343.20,EUR
737,.1~738,738,D3,04,03,04/03,2024-03-03T00:00:00,13,63,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,73076.92,-73076.92,73076.92,-73076.92,0.00,EUR
738,.1~739,739,D3,04,03,04/03,2024-03-03T00:00:00,13,63,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,40500.00,40500.00,-40500.00,40500.00,0.00,EUR
739,.1~740,740,D3,04,03,04/03,2024-03-03T00:00:00,13,63,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,313514.45,-313514.45,313514.45,0.00,313514.45,EUR
740,.1~741,741,D3,04,03,04/03,2024-03-03T00:00:00,13,63,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,73076.92,73076.92,-73076.92,0.00,-73076.92,EUR
741,.1~742,742,D3,04,03,04/03,2024-03-03T00:00:00,13,63,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,40500.00,-40500.00,40500.00,0.00,40500.00,EUR
742,.1~743,743,D3,04,04,04/04,2024-03-04T00:00:00,13,64,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,287365.55,287365.55,-287365.55,287365.55,0.00,EUR
743,.1~744,744,D3,04,04,04/04,2024-03-04T00:00:00,13,64,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,287365.55,-287365.55,287365.55,-287365.55,0.00,EUR
744,.1~745,745,D3,04,04,04/04,2024-03-04T00:00:00,13,64,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,314671.00,314671.00,-314671.00,314671.00,0.00,EUR
745,.1~746,746,D3,04,04,04/04,2024-03-04T00:00:00,13,64,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,381868.00,-381868.00,381868.00,-381868.00,0.00,EUR
746,.1~747,747,D3,04,04,04/04,2024-03-04T00:00:00,13,64,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Credit,381868.00,-381868.00,381868.00,-381868.00,0.00,EUR
747,.1~748,748,D3,04,04,04/04,2024-03-04T00:00:00,13,64,191100,GR/IR Clearing - External procurement,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,381868.00,381868.00,-381868.00,381868.00,0.00,EUR
748,.1~749,749,D3,04,04,04/04,2024-03-04T00:00:00,13,64,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,50181.48,-50181.48,50181.48,-50181.48,0.00,EUR
749,.1~750,750,D3,04,04,04/04,2024-03-04T00:00:00,13,64,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,381868.00,381868.00,-381868.00,381868.00,0.00,EUR
750,.1~751,751,D3,04,04,04/04,2024-03-04T00:00:00,13,64,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,50181.48,50181.48,-50181.48,0.00,-50181.48,EUR
751,.1~752,752,D3,04,04,04/04,2024-03-04T00:00:00,13,64,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,78283.80,-78283.80,78283.80,-78283.80,0.00,EUR
752,.1~753,753,D3,04,04,04/04,2024-03-04T00:00:00,13,64,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,46722.42,46722.42,-46722.42,46722.42,0.00,EUR
753,.1~754,754,D3,04,04,04/04,2024-03-04T00:00:00,13,64,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,314671.00,-314671.00,314671.00,0.00,314671.00,EUR
754,.1~755,755,D3,04,04,04/04,2024-03-04T00:00:00,13,64,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,78283.80,78283.80,-78283.80,0.00,-78283.80,EUR
755,.1~756,756,D3,04,04,04/04,2024-03-04T00:00:00,13,64,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,46722.42,-46722.42,46722.42,0.00,46722.42,EUR
756,.1~757,757,D3,04,05,04/05,2024-03-05T00:00:00,13,65,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,1250.00,-1250.00,1250.00,-1250.00,0.00,EUR
757,.1~758,758,D3,04,05,04/05,2024-03-05T00:00:00,13,65,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,52083.33,-52083.33,52083.33,-52083.33,0.00,EUR
758,.1~759,759,D3,04,05,04/05,2024-03-05T00:00:00,13,65,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,85860.36,-85860.36,85860.36,-85860.36,0.00,EUR
759,.1~760,760,D3,04,05,04/05,2024-03-05T00:00:00,13,65,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,271577.50,271577.50,-271577.50,271577.50,0.00,EUR
760,.1~761,761,D3,04,05,04/05,2024-03-05T00:00:00,13,65,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,271577.50,-271577.50,271577.50,-271577.50,0.00,EUR
761,.1~762,762,D3,04,05,04/05,2024-03-05T00:00:00,13,65,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,56944.80,56944.80,-56944.80,56944.80,0.00,EUR
762,.1~763,763,D3,04,05,04/05,2024-03-05T00:00:00,13,65,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,1250.00,-1250.00,0.00,-1250.00,EUR
763,.1~764,764,D3,04,05,04/05,2024-03-05T00:00:00,13,65,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,52083.33,-52083.33,0.00,-52083.33,EUR
764,.1~765,765,D3,04,05,04/05,2024-03-05T00:00:00,13,65,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,61684.67,-61684.67,61684.67,-61684.67,0.00,EUR
765,.1~766,766,D3,04,05,04/05,2024-03-05T00:00:00,13,65,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,61684.67,61684.67,-61684.67,0.00,-61684.67,EUR
766,.1~767,767,D3,04,05,04/05,2024-03-05T00:00:00,13,65,476900,Interest expenses,Income Statement,"Sales, General, and Administrative Expenses",Interest Expenses,,Debit,8860.36,8860.36,-8860.36,0.00,-8860.36,EUR
767,.1~768,768,D3,04,05,04/05,2024-03-05T00:00:00,13,65,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,2000.00,2000.00,-2000.00,0.00,-2000.00,EUR
768,.1~769,769,D3,04,05,04/05,2024-03-05T00:00:00,13,65,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,20000.00,-20000.00,0.00,-20000.00,EUR
769,.1~770,770,D3,04,05,04/05,2024-03-05T00:00:00,13,65,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,15000.00,-15000.00,0.00,-15000.00,EUR
770,.1~771,771,D3,04,05,04/05,2024-03-05T00:00:00,13,65,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,40000.00,-40000.00,0.00,-40000.00,EUR
771,.1~772,772,D3,04,05,04/05,2024-03-05T00:00:00,13,65,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,17644.23,-17644.23,17644.23,-17644.23,0.00,EUR
772,.1~773,773,D3,04,05,04/05,2024-03-05T00:00:00,13,65,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,57000.00,57000.00,-57000.00,57000.00,0.00,EUR
773,.1~774,774,D3,04,05,04/05,2024-03-05T00:00:00,13,65,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,56944.80,-56944.80,56944.80,0.00,56944.80,EUR
774,.1~775,775,D3,04,05,04/05,2024-03-05T00:00:00,13,65,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,17644.23,17644.23,-17644.23,0.00,-17644.23,EUR
775,.1~776,776,D3,04,05,04/05,2024-03-05T00:00:00,13,65,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,57000.00,-57000.00,57000.00,0.00,57000.00,EUR
776,.1~777,777,D3,04,06,04/06,2024-03-06T00:00:00,14,66,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,281204.32,281204.32,-281204.32,281204.32,0.00,EUR
