,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT_ABS,AMOUNT,AMOUNT_INV,AMOUNT_BS,AMOUNT_IS,CURRENCY
777,.1~778,778,D3,04,06,04/06,2024-03-06T00:00:00,14,66,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,281204.32,-281204.32,281204.32,-281204.32,0.00,EUR
778,.1~779,779,D3,04,06,04/06,2024-03-06T00:00:00,14,66,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,226406.65,226406.65,-226406.65,226406.65,0.00,EUR
779,.1~780,780,D3,04,06,04/06,2024-03-06T00:00:00,14,66,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,46297.55,-46297.55,46297.55,-46297.55,0.00,EUR
780,.1~781,781,D3,04,06,04/06,2024-03-06T00:00:00,14,66,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,46297.55,46297.55,-46297.55,0.00,-46297.55,EUR
781,.1~782,782,D3,04,06,04/06,2024-03-06T00:00:00,14,66,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,60684.68,-60684.68,60684.68,-60684.68,0.00,EUR
782,.1~783,783,D3,04,06,04/06,2024-03-06T00:00:00,14,66,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,47324.35,47324.35,-47324.35,47324.35,0.00,EUR
783,.1~784,784,D3,04,06,04/06,2024-03-06T00:00:00,14,66,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,226406.65,-226406.65,226406.65,0.00,226406.65,EUR
784,.1~785,785,D3,04,06,04/06,2024-03-06T00:00:00,14,66,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,60684.68,60684.68,-60684.68,0.00,-60684.68,EUR
785,.1~786,786,D3,04,06,04/06,2024-03-06T00:00:00,14,66,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,47324.35,-47324.35,47324.35,0.00,47324.35,EUR
786,.1~787,787,D3,04,07,04/07,2024-03-07T00:00:00,14,67,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,17235.00,17235.00,-17235.00,17235.00,0.00,EUR
787,.1~788,788,D3,04,07,04/07,2024-03-07T00:00:00,14,67,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,17235.00,-17235.00,17235.00,-17235.00,0.00,EUR
788,.1~789,789,D3,04,07,04/07,2024-03-07T00:00:00,14,67,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,66826.20,66826.20,-66826.20,66826.20,0.00,EUR
789,.1~790,790,D3,04,07,04/07,2024-03-07T00:00:00,14,67,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,54386.46,-54386.46,54386.46,-54386.46,0.00,EUR
790,.1~791,791,D3,04,07,04/07,2024-03-07T00:00:00,14,67,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,54386.46,54386.46,-54386.46,0.00,-54386.46,EUR
791,.1~792,792,D3,04,07,04/07,2024-03-07T00:00:00,14,67,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,17583.42,-17583.42,17583.42,-17583.42,0.00,EUR
792,.1~793,793,D3,04,07,04/07,2024-03-07T00:00:00,14,67,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,56750.00,56750.00,-56750.00,56750.00,0.00,EUR
793,.1~794,794,D3,04,07,04/07,2024-03-07T00:00:00,14,67,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,66826.20,-66826.20,66826.20,0.00,66826.20,EUR
794,.1~795,795,D3,04,07,04/07,2024-03-07T00:00:00,14,67,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,17583.42,17583.42,-17583.42,0.00,-17583.42,EUR
795,.1~796,796,D3,04,07,04/07,2024-03-07T00:00:00,14,67,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,56750.00,-56750.00,56750.00,0.00,56750.00,EUR
796,.1~797,797,D3,04,08,04/08,2024-03-08T00:00:00,14,68,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,164372.70,164372.70,-164372.70,164372.70,0.00,EUR
797,.1~798,798,D3,04,08,04/08,2024-03-08T00:00:00,14,68,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,164372.70,-164372.70,164372.70,-164372.70,0.00,EUR
798,.1~799,799,D3,04,08,04/08,2024-03-08T00:00:00,14,68,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,246131.71,246131.71,-246131.71,246131.71,0.00,EUR
799,.1~800,800,D3,04,08,04/08,2024-03-08T00:00:00,14,68,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,31763.41,-31763.41,31763.41,-31763.41,0.00,EUR
800,.1~801,801,D3,04,08,04/08,2024-03-08T00:00:00,14,68,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,31763.41,31763.41,-31763.41,0.00,-31763.41,EUR
801,.1~802,802,D3,04,08,04/08,2024-03-08T00:00:00,14,68,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,75793.57,-75793.57,75793.57,-75793.57,0.00,EUR
802,.1~803,803,D3,04,08,04/08,2024-03-08T00:00:00,14,68,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,33807.55,33807.55,-33807.55,33807.55,0.00,EUR
803,.1~804,804,D3,04,08,04/08,2024-03-08T00:00:00,14,68,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,246131.71,-246131.71,246131.71,0.00,246131.71,EUR
804,.1~805,805,D3,04,08,04/08,2024-03-08T00:00:00,14,68,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,75793.57,75793.57,-75793.57,0.00,-75793.57,EUR
805,.1~806,806,D3,04,08,04/08,2024-03-08T00:00:00,14,68,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,33807.55,-33807.55,33807.55,0.00,33807.55,EUR
806,.1~807,807,D3,04,09,04/09,2024-03-09T00:00:00,14,69,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,127250.30,127250.30,-127250.30,127250.30,0.00,EUR
807,.1~808,808,D3,04,09,04/09,2024-03-09T00:00:00,14,69,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,127250.30,-127250.30,127250.30,-127250.30,0.00,EUR
808,.1~809,809,D3,04,09,04/09,2024-03-09T00:00:00,14,69,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,137774.70,137774.70,-137774.70,137774.70,0.00,EUR
809,.1~810,810,D3,04,09,04/09,2024-03-09T00:00:00,14,69,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,32264.81,-32264.81,32264.81,-32264.81,0.00,EUR
810,.1~811,811,D3,04,09,04/09,2024-03-09T00:00:00,14,69,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,32264.81,32264.81,-32264.81,0.00,-32264.81,EUR
811,.1~812,812,D3,04,09,04/09,2024-03-09T00:00:00,14,69,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,36665.93,-36665.93,36665.93,-36665.93,0.00,EUR
812,.1~813,813,D3,04,09,04/09,2024-03-09T00:00:00,14,69,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,34750.00,34750.00,-34750.00,34750.00,0.00,EUR
813,.1~814,814,D3,04,09,04/09,2024-03-09T00:00:00,14,69,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,137774.70,-137774.70,137774.70,0.00,137774.70,EUR
814,.1~815,815,D3,04,09,04/09,2024-03-09T00:00:00,14,69,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,36665.93,36665.93,-36665.93,0.00,-36665.93,EUR
815,.1~816,816,D3,04,09,04/09,2024-03-09T00:00:00,14,69,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,34750.00,-34750.00,34750.00,0.00,34750.00,EUR
816,.1~817,817,D3,04,10,04/10,2024-03-10T00:00:00,14,70,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,1250.00,-1250.00,1250.00,-1250.00,0.00,EUR
817,.1~818,818,D3,04,10,04/10,2024-03-10T00:00:00,14,70,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,52083.33,-52083.33,52083.33,-52083.33,0.00,EUR
818,.1~819,819,D3,04,10,04/10,2024-03-10T00:00:00,14,70,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,182815.85,-182815.85,182815.85,-182815.85,0.00,EUR
819,.1~820,820,D3,04,10,04/10,2024-03-10T00:00:00,14,70,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,430471.04,430471.04,-430471.04,430471.04,0.00,EUR
820,.1~821,821,D3,04,10,04/10,2024-03-10T00:00:00,14,70,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,430471.04,-430471.04,430471.04,-430471.04,0.00,EUR
821,.1~822,822,D3,04,10,04/10,2024-03-10T00:00:00,14,70,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,231005.60,231005.60,-231005.60,231005.60,0.00,EUR
822,.1~823,823,D3,04,10,04/10,2024-03-10T00:00:00,14,70,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,93713.00,93713.00,-93713.00,93713.00,0.00,EUR
823,.1~824,824,D3,04,10,04/10,2024-03-10T00:00:00,14,70,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,1250.00,-1250.00,0.00,-1250.00,EUR
824,.1~825,825,D3,04,10,04/10,2024-03-10T00:00:00,14,70,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,52083.33,-52083.33,0.00,-52083.33,EUR
825,.1~826,826,D3,04,10,04/10,2024-03-10T00:00:00,14,70,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,32264.80,-32264.80,32264.80,-32264.80,0.00,EUR
826,.1~827,827,D3,04,10,04/10,2024-03-10T00:00:00,14,70,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,32264.80,32264.80,-32264.80,0.00,-32264.80,EUR
827,.1~828,828,D3,04,10,04/10,2024-03-10T00:00:00,14,70,476900,Interest expenses,Income Statement,"Sales, General, and Administrative Expenses",Interest Expenses,,Debit,8102.85,8102.85,-8102.85,0.00,-8102.85,EUR
828,.1~829,829,D3,04,10,04/10,2024-03-10T00:00:00,14,70,478100,Warehousing Costs,Income Statement,Operating Expenses,,,Debit,6000.00,6000.00,-6000.00,0.00,-6000.00,EUR
829,.1~830,830,D3,04,10,04/10,2024-03-10T00:00:00,14,70,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,20000.00,-20000.00,0.00,-20000.00,EUR
830,.1~831,831,D3,04,10,04/10,2024-03-10T00:00:00,14,70,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,15000.00,-15000.00,0.00,-15000.00,EUR
831,.1~832,832,D3,04,10,04/10,2024-03-10T00:00:00,14,70,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,40000.00,-40000.00,0.00,-40000.00,EUR
832,.1~833,833,D3,04,10,04/10,2024-03-10T00:00:00,14,70,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,58769.14,-58769.14,58769.14,-58769.14,0.00,EUR
833,.1~834,834,D3,04,10,04/10,2024-03-10T00:00:00,14,70,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,34750.00,34750.00,-34750.00,34750.00,0.00,EUR
834,.1~835,835,D3,04,10,04/10,2024-03-10T00:00:00,14,70,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,231005.60,-231005.60,231005.60,0.00,231005.60,EUR
835,.1~836,836,D3,04,10,04/10,2024-03-10T00:00:00,14,70,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,58769.14,58769.14,-58769.14,0.00,-58769.14,EUR
836,.1~837,837,D3,04,10,04/10,2024-03-10T00:00:00,14,70,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,34750.00,-34750.00,34750.00,0.00,34750.00,EUR
837,.1~838,838,D3,04,11,04/11,2024-03-11T00:00:00,15,71,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,38100.00,-38100.00,38100.00,-38100.00,0.00,EUR
838,.1~839,839,D3,04,11,04/11,2024-03-11T00:00:00,15,71,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,178132.20,178132.20,-178132.20,178132.20,0.00,EUR
839,.1~840,840,D3,04,11,04/11,2024-03-11T00:00:00,15,71,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,178132.20,-178132.20,178132.20,-178132.20,0.00,EUR
840,.1~841,841,D3,04,11,04/11,2024-03-11T00:00:00,15,71,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,147101.80,147101.80,-147101.80,147101.80,0.00,EUR
841,.1~842,842,D3,04,11,04/11,2024-03-11T00:00:00,15,71,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,38100.00,38100.00,-38100.00,38100.00,0.00,EUR
842,.1~843,843,D3,04,11,04/11,2024-03-11T00:00:00,15,71,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,31748.30,-31748.30,31748.30,-31748.30,0.00,EUR
843,.1~844,844,D3,04,11,04/11,2024-03-11T00:00:00,15,71,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,31748.30,31748.30,-31748.30,0.00,-31748.30,EUR
844,.1~845,845,D3,04,11,04/11,2024-03-11T00:00:00,15,71,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,38425.23,-38425.23,38425.23,-38425.23,0.00,EUR
845,.1~846,846,D3,04,11,04/11,2024-03-11T00:00:00,15,71,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,33143.27,33143.27,-33143.27,33143.27,0.00,EUR
846,.1~847,847,D3,04,11,04/11,2024-03-11T00:00:00,15,71,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,147101.80,-147101.80,147101.80,0.00,147101.80,EUR
847,.1~848,848,D3,04,11,04/11,2024-03-11T00:00:00,15,71,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,38425.23,38425.23,-38425.23,0.00,-38425.23,EUR
848,.1~849,849,D3,04,11,04/11,2024-03-11T00:00:00,15,71,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,33143.27,-33143.27,33143.27,0.00,33143.27,EUR
849,.1~850,850,D3,04,12,04/12,2024-03-12T00:00:00,15,72,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,95832.20,95832.20,-95832.20,95832.20,0.00,EUR
850,.1~851,851,D3,04,12,04/12,2024-03-12T00:00:00,15,72,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,52010.58,-52010.58,52010.58,-52010.58,0.00,EUR
851,.1~852,852,D3,04,12,04/12,2024-03-12T00:00:00,15,72,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,52010.58,52010.58,-52010.58,0.00,-52010.58,EUR
852,.1~853,853,D3,04,12,04/12,2024-03-12T00:00:00,15,72,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,20161.26,-20161.26,20161.26,-20161.26,0.00,EUR
853,.1~854,854,D3,04,12,04/12,2024-03-12T00:00:00,15,72,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,51750.00,51750.00,-51750.00,51750.00,0.00,EUR
854,.1~855,855,D3,04,12,04/12,2024-03-12T00:00:00,15,72,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,95832.20,-95832.20,95832.20,0.00,95832.20,EUR
855,.1~856,856,D3,04,12,04/12,2024-03-12T00:00:00,15,72,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,20161.26,20161.26,-20161.26,0.00,-20161.26,EUR
856,.1~857,857,D3,04,12,04/12,2024-03-12T00:00:00,15,72,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,51750.00,-51750.00,51750.00,0.00,51750.00,EUR
857,.1~858,858,D3,04,13,04/13,2024-03-13T00:00:00,15,73,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,220120.00,220120.00,-220120.00,220120.00,0.00,EUR
858,.1~859,859,D3,04,13,04/13,2024-03-13T00:00:00,15,73,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,220120.00,-220120.00,220120.00,-220120.00,0.00,EUR
859,.1~860,860,D3,04,13,04/13,2024-03-13T00:00:00,15,73,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,127122.60,127122.60,-127122.60,127122.60,0.00,EUR
860,.1~861,861,D3,04,13,04/13,2024-03-13T00:00:00,15,73,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,52010.58,-52010.58,52010.58,-52010.58,0.00,EUR
861,.1~862,862,D3,04,13,04/13,2024-03-13T00:00:00,15,73,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,52010.58,52010.58,-52010.58,0.00,-52010.58,EUR
862,.1~863,863,D3,04,13,04/13,2024-03-13T00:00:00,15,73,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,30688.70,-30688.70,30688.70,-30688.70,0.00,EUR
863,.1~864,864,D3,04,13,04/13,2024-03-13T00:00:00,15,73,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,51750.00,51750.00,-51750.00,51750.00,0.00,EUR
864,.1~865,865,D3,04,13,04/13,2024-03-13T00:00:00,15,73,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,127122.60,-127122.60,127122.60,0.00,127122.60,EUR
865,.1~866,866,D3,04,13,04/13,2024-03-13T00:00:00,15,73,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,30688.70,30688.70,-30688.70,0.00,-30688.70,EUR
866,.1~867,867,D3,04,13,04/13,2024-03-13T00:00:00,15,73,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,51750.00,-51750.00,51750.00,0.00,51750.00,EUR
867,.1~868,868,D3,04,14,04/14,2024-03-14T00:00:00,15,74,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,357077.00,357077.00,-357077.00,357077.00,0.00,EUR
868,.1~869,869,D3,04,14,04/14,2024-03-14T00:00:00,15,74,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,357077.00,-357077.00,357077.00,-357077.00,0.00,EUR
869,.1~870,870,D3,04,14,04/14,2024-03-14T00:00:00,15,74,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,244580.20,244580.20,-244580.20,244580.20,0.00,EUR
870,.1~871,871,D3,04,14,04/14,2024-03-14T00:00:00,15,74,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,48367.34,-48367.34,48367.34,-48367.34,0.00,EUR
871,.1~872,872,D3,04,14,04/14,2024-03-14T00:00:00,15,74,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,48367.34,48367.34,-48367.34,0.00,-48367.34,EUR
872,.1~873,873,D3,04,14,04/14,2024-03-14T00:00:00,15,74,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,65235.04,-65235.04,65235.04,-65235.04,0.00,EUR
873,.1~874,874,D3,04,14,04/14,2024-03-14T00:00:00,15,74,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,45851.79,45851.79,-45851.79,45851.79,0.00,EUR
874,.1~875,875,D3,04,14,04/14,2024-03-14T00:00:00,15,74,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,244580.20,-244580.20,244580.20,0.00,244580.20,EUR
875,.1~876,876,D3,04,14,04/14,2024-03-14T00:00:00,15,74,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,65235.04,65235.04,-65235.04,0.00,-65235.04,EUR
876,.1~877,877,D3,04,14,04/14,2024-03-14T00:00:00,15,74,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,45851.79,-45851.79,45851.79,0.00,45851.79,EUR
877,.1~878,878,D3,04,15,04/15,2024-03-15T00:00:00,15,75,2010,Accumulated Depreciation - Buildings,Balance Sheet,Assets,Long-Term Assets,,Credit,1250.00,-1250.00,1250.00,-1250.00,0.00,EUR
878,.1~879,879,D3,04,15,04/15,2024-03-15T00:00:00,15,75,11010,Accumulated depreciation - machinery and equipment,Balance Sheet,Assets,Long-Term Assets,,Credit,52083.33,-52083.33,52083.33,-52083.33,0.00,EUR
879,.1~880,880,D3,04,15,04/15,2024-03-15T00:00:00,15,75,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,82745.22,-82745.22,82745.22,-82745.22,0.00,EUR
880,.1~881,881,D3,04,15,04/15,2024-03-15T00:00:00,15,75,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,90721.40,90721.40,-90721.40,90721.40,0.00,EUR
881,.1~882,882,D3,04,15,04/15,2024-03-15T00:00:00,15,75,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,90721.40,-90721.40,90721.40,-90721.40,0.00,EUR
882,.1~883,883,D3,04,15,04/15,2024-03-15T00:00:00,15,75,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,266286.15,266286.15,-266286.15,266286.15,0.00,EUR
883,.1~884,884,D3,04,15,04/15,2024-03-15T00:00:00,15,75,211120,Depreciation-buildings,Income Statement,Operating Expenses,,,Debit,1250.00,1250.00,-1250.00,0.00,-1250.00,EUR
884,.1~885,885,D3,04,15,04/15,2024-03-15T00:00:00,15,75,211130,Depreciation - machinery and equipment,Income Statement,Operating Expenses,,,Debit,52083.33,52083.33,-52083.33,0.00,-52083.33,EUR
885,.1~886,886,D3,04,15,04/15,2024-03-15T00:00:00,15,75,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,61684.67,-61684.67,61684.67,-61684.67,0.00,EUR
886,.1~887,887,D3,04,15,04/15,2024-03-15T00:00:00,15,75,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,61684.67,61684.67,-61684.67,0.00,-61684.67,EUR
887,.1~888,888,D3,04,15,04/15,2024-03-15T00:00:00,15,75,476900,Interest expenses,Income Statement,"Sales, General, and Administrative Expenses",Interest Expenses,,Debit,7745.22,7745.22,-7745.22,0.00,-7745.22,EUR
888,.1~889,889,D3,04,15,04/15,2024-03-15T00:00:00,15,75,500000,Direct labor costs,Income Statement,Operating Expenses,,,Debit,20000.00,20000.00,-20000.00,0.00,-20000.00,EUR
889,.1~890,890,D3,04,15,04/15,2024-03-15T00:00:00,15,75,510000,Factory Overhead Expenses,Income Statement,Operating Expenses,,,Debit,15000.00,15000.00,-15000.00,0.00,-15000.00,EUR
890,.1~891,891,D3,04,15,04/15,2024-03-15T00:00:00,15,75,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,40000.00,40000.00,-40000.00,0.00,-40000.00,EUR
891,.1~892,892,D3,04,15,04/15,2024-03-15T00:00:00,15,75,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,79218.42,-79218.42,79218.42,-79218.42,0.00,EUR
892,.1~893,893,D3,04,15,04/15,2024-03-15T00:00:00,15,75,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,57000.00,57000.00,-57000.00,57000.00,0.00,EUR
893,.1~894,894,D3,04,15,04/15,2024-03-15T00:00:00,15,75,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,266286.15,-266286.15,266286.15,0.00,266286.15,EUR
894,.1~895,895,D3,04,15,04/15,2024-03-15T00:00:00,15,75,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,79218.42,79218.42,-79218.42,0.00,-79218.42,EUR
895,.1~896,896,D3,04,15,04/15,2024-03-15T00:00:00,15,75,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,57000.00,-57000.00,57000.00,0.00,57000.00,EUR
896,.1~897,897,D3,04,16,04/16,2024-03-16T00:00:00,16,76,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,94572.30,94572.30,-94572.30,94572.30,0.00,EUR
897,.1~898,898,D3,04,16,04/16,2024-03-16T00:00:00,16,76,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,94572.30,-94572.30,94572.30,-94572.30,0.00,EUR
898,.1~899,899,D3,04,16,04/16,2024-03-16T00:00:00,16,76,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,160963.65,160963.65,-160963.65,160963.65,0.00,EUR
899,.1~900,900,D3,04,16,04/16,2024-03-16T00:00:00,16,76,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,61684.68,-61684.68,61684.68,-61684.68,0.00,EUR
900,.1~901,901,D3,04,16,04/16,2024-03-16T00:00:00,16,76,400000,Consumption Raw Materials,Income Statement,Inventory Change,,,Debit,61684.68,61684.68,-61684.68,0.00,-61684.68,EUR
901,.1~902,902,D3,04,16,04/16,2024-03-16T00:00:00,16,76,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Credit,36478.90,-36478.90,36478.90,-36478.90,0.00,EUR
902,.1~903,903,D3,04,16,04/16,2024-03-16T00:00:00,16,76,792000,Finished goods,Balance Sheet,Assets,Current Assets,,Debit,57000.00,57000.00,-57000.00,57000.00,0.00,EUR
903,.1~904,904,D3,04,16,04/16,2024-03-16T00:00:00,16,76,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,160963.65,-160963.65,160963.65,0.00,160963.65,EUR
904,.1~905,905,D3,04,16,04/16,2024-03-16T00:00:00,16,76,893010,Total fin.prod. sold,Income Statement,Cost of Goods Sold,,,Debit,36478.90,36478.90,-36478.90,0.00,-36478.90,EUR
905,.1~906,906,D3,04,16,04/16,2024-03-16T00:00:00,16,76,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,57000.00,-57000.00,57000.00,0.00,57000.00,EUR
906,.1~907,907,D3,04,17,04/17,2024-03-17T00:00:00,16,77,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,444240.00,-444240.00,444240.00,-444240.00,0.00,EUR
907,.1~908,908,D3,04,17,04/17,2024-03-17T00:00:00,16,77,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,65340.80,65340.80,-65340.80,65340.80,0.00,EUR
908,.1~909,909,D3,04,17,04/17,2024-03-17T00:00:00,16,77,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,65340.80,-65340.80,65340.80,-65340.80,0.00,EUR
909,.1~910,910,D3,04,17,04/17,2024-03-17T00:00:00,16,77,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,89529.00,89529.00,-89529.00,89529.00,0.00,EUR
910,.1~911,911,D3,04,17,04/17,2024-03-17T00:00:00,16,77,160000,Accounts payable-domestic,Balance Sheet,Liabilities and Owners' Equity,Liabilities,Current Liabilities,Debit,444240.00,444240.00,-444240.00,444240.00,0.00,EUR
