,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,DC_NAME,PRICE,CURRENCY
376,.1~377,377,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
377,.1~378,378,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
378,.1~379,379,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
379,.1~380,380,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
380,.1~381,381,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
381,.1~382,382,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
382,.1~383,383,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
383,.1~384,384,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
384,.1~385,385,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
385,.1~386,386,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
386,.1~387,387,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
387,.1~388,388,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
388,.1~389,389,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
389,.1~390,390,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
390,.1~391,391,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
391,.1~392,392,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
392,.1~393,393,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
393,.1~394,394,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
394,.1~395,395,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
395,.1~396,396,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
396,.1~397,397,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
397,.1~398,398,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
398,.1~399,399,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
399,.1~400,400,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
400,.1~401,401,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
401,.1~402,402,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
402,.1~403,403,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
403,.1~404,404,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
404,.1~405,405,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
405,.1~406,406,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
406,.1~407,407,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
407,.1~408,408,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
408,.1~409,409,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
409,.1~410,410,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
410,.1~411,411,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
411,.1~412,412,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
412,.1~413,413,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
413,.1~414,414,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
414,.1~415,415,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
415,.1~416,416,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
416,.1~417,417,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
417,.1~418,418,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
418,.1~419,419,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
419,.1~420,420,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
420,.1~421,421,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
421,.1~422,422,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
422,.1~423,423,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
423,.1~424,424,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
424,.1~425,425,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
425,.1~426,426,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
426,.1~427,427,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
427,.1~428,428,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
428,.1~429,429,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
429,.1~430,430,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
430,.1~431,431,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
431,.1~432,432,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
432,.1~433,433,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
433,.1~434,434,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
434,.1~435,435,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
435,.1~436,436,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
436,.1~437,437,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
437,.1~438,438,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
438,.1~439,439,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
439,.1~440,440,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
440,.1~441,441,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
441,.1~442,442,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
442,.1~443,443,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
443,.1~444,444,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
444,.1~445,445,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
445,.1~446,446,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
446,.1~447,447,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
447,.1~448,448,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
448,.1~449,449,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
449,.1~450,450,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
450,.1~451,451,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
451,.1~452,452,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
452,.1~453,453,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
453,.1~454,454,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
454,.1~455,455,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
455,.1~456,456,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
456,.1~457,457,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
457,.1~458,458,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
458,.1~459,459,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
459,.1~460,460,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
460,.1~461,461,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
461,.1~462,462,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
462,.1~463,463,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
463,.1~464,464,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
464,.1~465,465,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
465,.1~466,466,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
466,.1~467,467,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
467,.1~468,468,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
468,.1~469,469,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
469,.1~470,470,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
470,.1~471,471,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
471,.1~472,472,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
472,.1~473,473,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
473,.1~474,474,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
474,.1~475,475,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
475,.1~476,476,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
476,.1~477,477,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
477,.1~478,478,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
478,.1~479,479,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
479,.1~480,480,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
480,.1~481,481,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
481,.1~482,482,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
482,.1~483,483,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
483,.1~484,484,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
484,.1~485,485,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
485,.1~486,486,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
486,.1~487,487,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
487,.1~488,488,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
488,.1~489,489,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
489,.1~490,490,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
490,.1~491,491,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
491,.1~492,492,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
492,.1~493,493,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
493,.1~494,494,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
494,.1~495,495,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
495,.1~496,496,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
496,.1~497,497,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
497,.1~498,498,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
498,.1~499,499,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
499,.1~500,500,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
500,.1~501,501,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
501,.1~502,502,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
502,.1~503,503,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
503,.1~504,504,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
504,.1~505,505,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
505,.1~506,506,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
506,.1~507,507,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
507,.1~508,508,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
508,.1~509,509,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
509,.1~510,510,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
510,.1~511,511,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
511,.1~512,512,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
512,.1~513,513,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
513,.1~514,514,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
514,.1~515,515,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
515,.1~516,516,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
516,.1~517,517,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
517,.1~518,518,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
518,.1~519,519,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
519,.1~520,520,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
520,.1~521,521,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
521,.1~522,522,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
522,.1~523,523,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
523,.1~524,524,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
524,.1~525,525,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
525,.1~526,526,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
526,.1~527,527,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
527,.1~528,528,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
528,.1~529,529,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
529,.1~530,530,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
530,.1~531,531,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
531,.1~532,532,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
532,.1~533,533,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
533,.1~534,534,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
534,.1~535,535,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
535,.1~536,536,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
536,.1~537,537,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
537,.1~538,538,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
538,.1~539,539,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
539,.1~540,540,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
540,.1~541,541,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
541,.1~542,542,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
542,.1~543,543,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
543,.1~544,544,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F12,1kg Blueberry Muesli,12,Grocery chains,7.26,EUR
544,.1~545,545,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F13,1kg Strawberry Muesli,10,Hypermarket,6.91,EUR
545,.1~546,546,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F13,1kg Strawberry Muesli,12,Grocery chains,7.27,EUR
546,.1~547,547,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F14,1kg Raisin Muesli,10,Hypermarket,6.06,EUR
547,.1~548,548,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F14,1kg Raisin Muesli,12,Grocery chains,6.38,EUR
548,.1~549,549,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F15,1kg Original Muesli,10,Hypermarket,6.03,EUR
549,.1~550,550,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F15,1kg Original Muesli,12,Grocery chains,6.35,EUR
550,.1~551,551,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F16,1kg Mixed Fruit Muesli,10,Hypermarket,6.71,EUR
551,.1~552,552,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F16,1kg Mixed Fruit Muesli,12,Grocery chains,7.06,EUR
552,.1~553,553,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F01,500g Nut Muesli,12,Grocery chains,5.90,EUR
553,.1~554,554,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F01,500g Nut Muesli,14,Indept. grocers,7.08,EUR
554,.1~555,555,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F02,500g Blueberry Muesli,12,Grocery chains,6.23,EUR
555,.1~556,556,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F02,500g Blueberry Muesli,14,Indept. grocers,7.48,EUR
556,.1~557,557,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F03,500g Strawberry Muesli,12,Grocery chains,6.23,EUR
557,.1~558,558,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F03,500g Strawberry Muesli,14,Indept. grocers,7.48,EUR
558,.1~559,559,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F04,500g Raisin Muesli,12,Grocery chains,5.79,EUR
559,.1~560,560,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F04,500g Raisin Muesli,14,Indept. grocers,6.95,EUR
560,.1~561,561,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F05,500g Original Muesli,12,Grocery chains,5.77,EUR
561,.1~562,562,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F05,500g Original Muesli,14,Indept. grocers,6.92,EUR
562,.1~563,563,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F06,500g Mixed Fruit Muesli,12,Grocery chains,6.13,EUR
563,.1~564,564,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F06,500g Mixed Fruit Muesli,14,Indept. grocers,7.36,EUR
564,.1~565,565,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F11,1kg Nut Muesli,10,Hypermarket,6.28,EUR
565,.1~566,566,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F11,1kg Nut Muesli,12,Grocery chains,6.61,EUR
566,.1~567,567,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F12,1kg Blueberry Muesli,10,Hypermarket,6.90,EUR
