,ID,ROW_ID,PLANT,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,EVENT_TYPE,DOCUMENT_TYPE,MOVEMENT_TYPE,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_DOCUMENT,DEBIT_CREDIT_INDICATOR,UNIT,QUANTITY_ABS,QUANTITY
0,.1~1,1,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,5000000223,Debit,ST,192000,192000
1,.1~2,2,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,5000000223,Debit,ST,192000,192000
2,.1~3,3,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-P03,Small Box (500g),Raw materials,P03,500g,Small Box,5000000223,Debit,ST,96000,96000
3,.1~4,4,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,5000000223,Debit,ST,96000,96000
4,.1~5,5,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R01,Nuts,Raw materials,R01,,Nuts,5000000220,Debit,KG,13600.000,13600.000
5,.1~6,6,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R02,Blueberries,Raw materials,R02,,Blueberries,5000000220,Debit,KG,6400.000,6400.000
6,.1~7,7,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R03,Strawberries,Raw materials,R03,,Strawberries,5000000220,Debit,KG,32800.000,32800.000
7,.1~8,8,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R04,Raisins,Raw materials,R04,,Raisins,5000000220,Debit,KG,25600.000,25600.000
8,.1~9,9,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R05,Wheat,Raw materials,R05,,Wheat,5000000220,Debit,KG,80800.000,80800.000
9,.1~10,10,C2,01,02,01/02,2024-01-02T00:00:00,1,2,Goods Receipt for Purchase Order,Goods Receipt,GR goods receipt,88,CC-R06,Oats,Raw materials,R06,,Oats,5000000220,Debit,KG,80800.000,80800.000
10,.1~11,11,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015820,Debit,ST,26000,26000
11,.1~12,12,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P03,Small Box (500g),Raw materials,P03,500g,Small Box,4900015821,Credit,ST,26000,-26000
12,.1~13,13,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,4900015821,Credit,ST,26000,-26000
13,.1~14,14,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R01,Nuts,Raw materials,R01,,Nuts,4900015821,Credit,KG,3900.000,-3900.000
14,.1~15,15,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015821,Credit,KG,4550.000,-4550.000
15,.1~16,16,C2,01,03,01/03,2024-01-03T00:00:00,1,3,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015821,Credit,KG,4550.000,-4550.000
16,.1~17,17,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015822,Debit,ST,22000,22000
17,.1~18,18,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P03,Small Box (500g),Raw materials,P03,500g,Small Box,4900015823,Credit,ST,22000,-22000
18,.1~19,19,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,4900015823,Credit,ST,22000,-22000
19,.1~20,20,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R01,Nuts,Raw materials,R01,,Nuts,4900015823,Credit,KG,3300.000,-3300.000
20,.1~21,21,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015823,Credit,KG,3850.000,-3850.000
21,.1~22,22,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015823,Credit,KG,3850.000,-3850.000
22,.1~23,23,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015826,Credit,ST,2097,-2097
23,.1~24,24,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015827,Credit,ST,2147,-2147
24,.1~25,25,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015828,Credit,ST,966,-966
25,.1~26,26,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015829,Credit,ST,572,-572
26,.1~27,27,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015830,Credit,ST,721,-721
27,.1~28,28,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015831,Credit,ST,581,-581
28,.1~29,29,C2,01,04,01/04,2024-01-04T00:00:00,1,4,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015832,Credit,ST,758,-758
29,.1~30,30,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015834,Debit,ST,25666,25666
30,.1~31,31,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P03,Small Box (500g),Raw materials,P03,500g,Small Box,4900015836,Credit,ST,25666,-25666
31,.1~32,32,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,4900015836,Credit,ST,25666,-25666
32,.1~33,33,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R03,Strawberries,Raw materials,R03,,Strawberries,4900015836,Credit,KG,3849.900,-3849.900
33,.1~34,34,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015836,Credit,KG,4491.550,-4491.550
34,.1~35,35,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015836,Credit,KG,4491.550,-4491.550
35,.1~36,36,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015839,Credit,ST,920,-920
36,.1~37,37,C2,01,05,01/05,2024-01-05T00:00:00,1,5,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015841,Credit,ST,663,-663
37,.1~38,38,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015860,Debit,ST,22334,22334
38,.1~39,39,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P03,Small Box (500g),Raw materials,P03,500g,Small Box,4900015862,Credit,ST,22334,-22334
39,.1~40,40,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P04,Small Bag (500g),Raw materials,P04,500g,Small Bag,4900015862,Credit,ST,22334,-22334
40,.1~41,41,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R03,Strawberries,Raw materials,R03,,Strawberries,4900015862,Credit,KG,3350.100,-3350.100
41,.1~42,42,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015862,Credit,KG,3908.450,-3908.450
42,.1~43,43,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015862,Credit,KG,3908.450,-3908.450
43,.1~44,44,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015863,Credit,ST,1214,-1214
44,.1~45,45,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015859,Credit,ST,938,-938
45,.1~46,46,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015867,Credit,ST,1204,-1204
46,.1~47,47,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015875,Credit,ST,707,-707
47,.1~48,48,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015859,Credit,ST,2140,-2140
48,.1~49,49,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015863,Credit,ST,2196,-2196
49,.1~50,50,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015866,Credit,ST,1006,-1006
50,.1~51,51,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015869,Credit,ST,999,-999
51,.1~52,52,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015871,Credit,ST,636,-636
52,.1~53,53,C2,01,06,01/06,2024-01-06T00:00:00,2,6,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015873,Credit,ST,660,-660
53,.1~54,54,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015882,Debit,ST,25332,25332
54,.1~55,55,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,4900015883,Credit,ST,25332,-25332
55,.1~56,56,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,4900015883,Credit,ST,25332,-25332
56,.1~57,57,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R04,Raisins,Raw materials,R04,,Raisins,4900015883,Credit,KG,7599.600,-7599.600
57,.1~58,58,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015883,Credit,KG,8866.200,-8866.200
58,.1~59,59,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015883,Credit,KG,8866.200,-8866.200
59,.1~60,60,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015888,Credit,ST,2169,-2169
60,.1~61,61,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015894,Credit,ST,631,-631
61,.1~62,62,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015896,Credit,ST,595,-595
62,.1~63,63,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015901,Credit,ST,549,-549
63,.1~64,64,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015900,Credit,ST,642,-642
64,.1~65,65,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015898,Credit,ST,663,-663
65,.1~66,66,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015892,Credit,ST,1869,-1869
66,.1~67,67,C2,01,07,01/07,2024-01-07T00:00:00,2,7,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015884,Credit,ST,2067,-2067
67,.1~68,68,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015912,Debit,ST,22668,22668
68,.1~69,69,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015917,Debit,ST,3332,3332
69,.1~70,70,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,4900015913,Credit,ST,22668,-22668
70,.1~71,71,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,4900015918,Credit,ST,3332,-3332
71,.1~72,72,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,4900015918,Credit,ST,3332,-3332
72,.1~73,73,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,4900015913,Credit,ST,22668,-22668
73,.1~74,74,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R04,Raisins,Raw materials,R04,,Raisins,4900015918,Credit,KG,999.600,-999.600
74,.1~75,75,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R04,Raisins,Raw materials,R04,,Raisins,4900015913,Credit,KG,6800.400,-6800.400
75,.1~76,76,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015913,Credit,KG,7933.800,-7933.800
76,.1~77,77,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015918,Credit,KG,1166.200,-1166.200
77,.1~78,78,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015913,Credit,KG,7933.800,-7933.800
78,.1~79,79,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015918,Credit,KG,1166.200,-1166.200
79,.1~80,80,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015928,Credit,ST,1156,-1156
80,.1~81,81,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015926,Credit,ST,1168,-1168
81,.1~82,82,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015923,Credit,ST,1034,-1034
82,.1~83,83,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015926,Credit,ST,999,-999
83,.1~84,84,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015928,Credit,ST,902,-902
84,.1~85,85,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015935,Credit,ST,1084,-1084
85,.1~86,86,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,4900015939,Credit,ST,558,-558
86,.1~87,87,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015923,Credit,ST,3047,-3047
87,.1~88,88,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015916,Credit,ST,3842,-3842
88,.1~89,89,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015926,Credit,ST,897,-897
89,.1~90,90,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015930,Credit,ST,1978,-1978
90,.1~91,91,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015937,Credit,ST,3087,-3087
91,.1~92,92,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015935,Credit,ST,1749,-1749
92,.1~93,93,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015919,Credit,ST,3190,-3190
93,.1~94,94,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015941,Credit,ST,3019,-3019
94,.1~95,95,C2,01,08,01/08,2024-01-08T00:00:00,2,8,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015932,Credit,ST,2859,-2859
95,.1~96,96,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F13,1kg Strawberry Muesli,Finished Product,F13,1kg,Strawberry Muesli,4900015956,Debit,ST,8998,8998
96,.1~97,97,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GR for order,02,CC-F14,1kg Raisin Muesli,Finished Product,F14,1kg,Raisin Muesli,4900015950,Debit,ST,12668,12668
97,.1~98,98,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,4900015958,Credit,ST,8998,-8998
98,.1~99,99,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,4900015951,Credit,ST,12668,-12668
99,.1~100,100,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,4900015951,Credit,ST,12668,-12668
100,.1~101,101,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,4900015958,Credit,ST,8998,-8998
101,.1~102,102,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R03,Strawberries,Raw materials,R03,,Strawberries,4900015958,Credit,KG,2699.400,-2699.400
102,.1~103,103,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R04,Raisins,Raw materials,R04,,Raisins,4900015951,Credit,KG,3800.400,-3800.400
103,.1~104,104,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015958,Credit,KG,3149.300,-3149.300
104,.1~105,105,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R05,Wheat,Raw materials,R05,,Wheat,4900015951,Credit,KG,4433.800,-4433.800
105,.1~106,106,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015958,Credit,KG,3149.300,-3149.300
106,.1~107,107,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Movement for Completion Confirm.,Goods Issue,GI for order,88,CC-R06,Oats,Raw materials,R06,,Oats,4900015951,Credit,KG,4433.800,-4433.800
107,.1~108,108,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015962,Credit,ST,1135,-1135
108,.1~109,109,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015964,Credit,ST,2172,-2172
109,.1~110,110,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015966,Credit,ST,1010,-1010
110,.1~111,111,C2,01,09,01/09,2024-01-09T00:00:00,2,9,Goods Issue for Delivery,Goods Issue/Delivery,GD goods issue:delvy,02,CC-F01,500g Nut Muesli,Finished Product,F01,500g,Nut Muesli,4900015969,Credit,ST,1212,-1212
