,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,REGION,AREA,CITY,COUNTRY,POSTAL_CODE,CUSTOMER_NUMBER,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY,CONTRIBUTION_MARGIN,CONTRIBUTION_MARGIN_PCT
336,.1~337,337,C2,01,17,01/17,2024-01-17T00:00:00,4,17,13694,1,02,Lower Saxony,North,OLDENBURG,Germany,26125,80225,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,631,631,ST,7.48,4719.88,776.13,EUR,3943.75000,0.84
337,.1~338,338,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13728,1,02,Saxony,North,ZWICKAU,Germany,08058,80166,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1013,1013,ST,6.23,6310.99,1245.99,EUR,5065.00000,0.80
338,.1~339,339,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13726,3,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,892,892,ST,6.23,5557.16,1097.16,EUR,4460.00000,0.80
339,.1~340,340,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13726,2,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1132,1132,ST,6.23,7052.36,1392.36,EUR,5660.00000,0.80
340,.1~341,341,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13726,1,02,Saxony-Anhalt,North,GÜNTHERSDORF,Germany,06254,80167,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1094,1094,ST,6.23,6815.62,1345.62,EUR,5470.00000,0.80
341,.1~342,342,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13725,1,02,Baden-Wurttemberg,South,KORNTAL,Germany,70825,80116,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,919,919,ST,6.23,5725.37,1130.37,EUR,4595.00000,0.80
342,.1~343,343,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13723,2,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,882,882,ST,6.23,5494.86,1084.86,EUR,4410.00000,0.80
343,.1~344,344,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13724,3,02,Hessen,South,FULDA,Germany,36037,80137,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,959,959,ST,6.23,5974.57,1179.57,EUR,4795.00000,0.80
344,.1~345,345,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13724,1,02,Hessen,South,FULDA,Germany,36037,80137,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1068,1068,ST,6.23,6653.64,1313.64,EUR,5340.00000,0.80
345,.1~346,346,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13724,2,02,Hessen,South,FULDA,Germany,36037,80137,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1081,1081,ST,5.79,6258.99,853.99,EUR,5405.00000,0.86
346,.1~347,347,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13723,1,02,Baden-Wurttemberg,South,MANNHEIM,Germany,68199,80117,12,CC-F16,1kg Mixed Fruit Muesli,Finished Product,F16,1kg,Mixed Fruit Muesli,113,113,ST,7.06,797.78,233.91,EUR,563.87000,0.71
347,.1~348,348,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13730,1,02,Brandenburg,North,FRANKFURT/ODER,Germany,15234,80199,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,623,623,ST,7.48,4660.04,766.29,EUR,3893.75000,0.84
348,.1~349,349,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13732,1,02,Nrth Rhine Westfalia,West,GELSENKIRCHEN-BUER,Germany,45894,80243,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,564,564,ST,7.48,4218.72,693.72,EUR,3525.00000,0.84
349,.1~350,350,C2,01,18,01/18,2024-01-18T00:00:00,4,18,13733,1,02,Hessen,South,WETZLAR,Germany,35576,80217,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,547,547,ST,7.48,4091.56,672.81,EUR,3418.75000,0.84
350,.1~351,351,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13757,1,02,Nrth Rhine Westfalia,West,HERFORD,Germany,32052,80155,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,873,873,ST,6.23,5438.79,1073.79,EUR,4365.00000,0.80
351,.1~352,352,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13752,1,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1050,1050,ST,6.23,6541.50,1291.50,EUR,5250.00000,0.80
352,.1~353,353,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13752,3,02,Saxony,North,CHEMNITZ,Germany,09111,80165,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1102,1102,ST,6.23,6865.46,1355.46,EUR,5510.00000,0.80
353,.1~354,354,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13750,1,02,Bavaria,South,INGOLSTADT,Germany,85046,80121,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1082,1082,ST,6.23,6740.86,1330.86,EUR,5410.00000,0.80
354,.1~355,355,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13748,1,02,Baden-Wurttemberg,South,ALBSTADT,Germany,72458,80170,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1147,1147,ST,6.23,7145.81,1410.81,EUR,5735.00000,0.80
355,.1~356,356,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13753,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37073,80142,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1069,1069,ST,5.79,6189.51,844.51,EUR,5345.00000,0.86
356,.1~357,357,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13755,1,02,Nrth Rhine Westfalia,West,DORTMUND,Germany,44339,80150,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1143,1143,ST,5.79,6617.97,902.97,EUR,5715.00000,0.86
357,.1~358,358,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13767,1,02,Baden-Wurttemberg,South,KIRCHENTELLINSFURT,Germany,72138,80176,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,654,654,ST,7.48,4891.92,804.42,EUR,4087.50000,0.84
358,.1~359,359,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13765,1,02,Hessen,South,KASSEL,Germany,34117,80211,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,638,638,ST,7.48,4772.24,784.74,EUR,3987.50000,0.84
359,.1~360,360,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13764,1,02,Rhineland Palatinate,West,TRIER,Germany,54294,80267,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,544,544,ST,7.48,4069.12,669.12,EUR,3400.00000,0.84
360,.1~361,361,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13762,1,02,Bavaria,South,MÜNCHEN,Germany,80939,80190,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,644,644,ST,7.48,4817.12,792.12,EUR,4025.00000,0.84
361,.1~362,362,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13761,1,02,Nrth Rhine Westfalia,West,LEVERKUSEN,Germany,51377,80251,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,575,575,ST,7.48,4301.00,707.25,EUR,3593.75000,0.84
362,.1~363,363,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13760,1,02,Nrth Rhine Westfalia,West,LEVERKUSEN,Germany,51373,80250,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,664,664,ST,7.48,4966.72,816.72,EUR,4150.00000,0.84
363,.1~364,364,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13759,1,02,Schleswig-Holstein,North,GÄGELOW,Germany,23968,80283,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,648,648,ST,7.48,4847.04,797.04,EUR,4050.00000,0.84
364,.1~365,365,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13758,1,02,Lower Saxony,North,GARBSEN,Germany,30823,80221,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,664,664,ST,7.48,4966.72,816.72,EUR,4150.00000,0.84
365,.1~366,366,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13763,1,02,Baden-Wurttemberg,South,NAGOLD,Germany,72202,80177,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,618,618,ST,6.95,4295.10,488.22,EUR,3806.88000,0.89
366,.1~367,367,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13766,1,02,Thuringia,South,GERA,Germany,07545,80290,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,767,767,ST,6.95,5330.65,605.93,EUR,4724.72000,0.89
367,.1~368,368,C2,01,19,01/19,2024-01-19T00:00:00,4,19,13768,1,02,Hessen,South,FRANKFURT/MAIN,Germany,60488,80208,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,596,596,ST,6.95,4142.20,470.84,EUR,3671.36000,0.89
368,.1~369,369,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13774,2,02,Nrth Rhine Westfalia,West,WÜRSELEN,Germany,52146,80162,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1143,1143,ST,6.23,7120.89,1405.89,EUR,5715.00000,0.80
369,.1~370,370,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13774,1,02,Nrth Rhine Westfalia,West,WÜRSELEN,Germany,52146,80162,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1095,1095,ST,6.23,6821.85,1346.85,EUR,5475.00000,0.80
370,.1~371,371,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13772,2,02,Berlin,North,BERLIN,Germany,13349,80129,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1061,1061,ST,6.23,6610.03,1305.03,EUR,5305.00000,0.80
371,.1~372,372,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13772,1,02,Berlin,North,BERLIN,Germany,13349,80129,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,931,931,ST,6.23,5800.13,1145.13,EUR,4655.00000,0.80
372,.1~373,373,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13770,3,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,903,903,ST,6.23,5625.69,1110.69,EUR,4515.00000,0.80
373,.1~374,374,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13770,2,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,926,926,ST,6.23,5768.98,1138.98,EUR,4630.00000,0.80
374,.1~375,375,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13770,1,02,Lower Saxony,North,NIENBURG,Germany,31582,80143,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,972,972,ST,6.23,6055.56,1195.56,EUR,4860.00000,0.80
375,.1~376,376,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13769,1,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1042,1042,ST,6.23,6491.66,1281.66,EUR,5210.00000,0.80
376,.1~377,377,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13769,2,02,Hessen,South,MAGDEBURG,Germany,39128,80138,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1008,1008,ST,6.23,6279.84,1239.84,EUR,5040.00000,0.80
377,.1~378,378,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13789,1,02,Hessen,South,WEITERSTADT,Germany,64331,80216,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,713,713,ST,7.48,5333.24,876.99,EUR,4456.25000,0.84
378,.1~379,379,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13787,1,02,Baden-Wurttemberg,South,REUTLINGEN,Germany,72770,80180,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,593,593,ST,7.48,4435.64,729.39,EUR,3706.25000,0.84
379,.1~380,380,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13783,1,02,Bavaria,South,MÜNCHEN,Germany,80804,80188,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,663,663,ST,7.48,4959.24,815.49,EUR,4143.75000,0.84
380,.1~381,381,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13781,1,02,Nrth Rhine Westfalia,West,EUSKIRCHEN,Germany,53879,80242,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,581,581,ST,7.48,4345.88,714.63,EUR,3631.25000,0.84
381,.1~382,382,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13779,1,02,Hamburg,North,LÜNEBURG,Germany,21339,80206,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,689,689,ST,7.48,5153.72,847.47,EUR,4306.25000,0.84
382,.1~383,383,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13777,1,02,Berlin,North,BERLIN,Germany,10178,80198,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,705,705,ST,7.48,5273.40,867.15,EUR,4406.25000,0.84
383,.1~384,384,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13776,1,02,Saxony,North,DRESDEN,Germany,01219,80271,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,546,546,ST,7.48,4084.08,671.58,EUR,3412.50000,0.84
384,.1~385,385,C2,01,20,01/20,2024-01-20T00:00:00,4,20,13785,1,02,Nrth Rhine Westfalia,West,GÜTERSLOH,Germany,33330,80244,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,603,603,ST,6.95,4190.85,476.37,EUR,3714.48000,0.89
385,.1~386,386,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13790,1,02,Bavaria,South,FREISING,Germany,85356,80102,10,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,957,957,ST,6.28,6009.96,1550.34,EUR,4459.62000,0.74
386,.1~387,387,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13790,2,02,Bavaria,South,FREISING,Germany,85356,80102,10,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,1045,1045,ST,6.28,6562.60,1692.90,EUR,4869.70000,0.74
387,.1~388,388,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13790,3,02,Bavaria,South,FREISING,Germany,85356,80102,10,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,897,897,ST,6.28,5633.16,1453.14,EUR,4180.02000,0.74
388,.1~389,389,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13798,3,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1105,1105,ST,6.23,6884.15,1359.15,EUR,5525.00000,0.80
389,.1~390,390,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13796,3,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,967,967,ST,6.23,6024.41,1189.41,EUR,4835.00000,0.80
390,.1~391,391,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13794,2,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,923,923,ST,6.23,5750.29,1135.29,EUR,4615.00000,0.80
391,.1~392,392,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13791,1,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1084,1084,ST,6.23,6753.32,1333.32,EUR,5420.00000,0.80
392,.1~393,393,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13791,3,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1005,1005,ST,6.23,6261.15,1236.15,EUR,5025.00000,0.80
393,.1~394,394,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13794,3,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1096,1096,ST,5.79,6345.84,865.84,EUR,5480.00000,0.86
394,.1~395,395,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13796,4,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1186,1186,ST,5.79,6866.94,936.94,EUR,5930.00000,0.86
395,.1~396,396,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13796,2,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,997,997,ST,5.79,5772.63,787.63,EUR,4985.00000,0.86
396,.1~397,397,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13798,1,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,960,960,ST,5.79,5558.40,758.40,EUR,4800.00000,0.86
397,.1~398,398,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13794,1,02,Schleswig-Holstein,North,NEUMÜNSTER,Germany,24537,80169,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,842,842,ST,6.61,5565.62,1364.04,EUR,4201.58000,0.75
398,.1~399,399,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13791,2,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,984,984,ST,6.61,6504.24,1594.08,EUR,4910.16000,0.75
399,.1~400,400,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13796,1,02,Rhineland Palatinate,West,TRIER,Germany,54290,80164,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,1007,1007,ST,6.61,6656.27,1631.34,EUR,5024.93000,0.75
400,.1~401,401,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13798,2,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,875,875,ST,6.61,5783.75,1417.50,EUR,4366.25000,0.75
401,.1~402,402,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13791,4,02,Bavaria,South,NÜRNBERG,Germany,90451,80125,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,894,894,ST,6.61,5909.34,1448.28,EUR,4461.06000,0.75
402,.1~403,403,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13811,1,02,Hessen,South,MAGDEBURG,Germany,39104,80215,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,627,627,ST,7.48,4689.96,771.21,EUR,3918.75000,0.84
403,.1~404,404,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13809,1,02,Hessen,South,GIEßEN,Germany,35390,80210,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,713,713,ST,7.48,5333.24,876.99,EUR,4456.25000,0.84
404,.1~405,405,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13807,1,02,Baden-Wurttemberg,South,NÜRTINGEN,Germany,72622,80179,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,612,612,ST,7.48,4577.76,752.76,EUR,3825.00000,0.84
405,.1~406,406,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13806,1,02,Nrth Rhine Westfalia,West,OBERHAUSEN,Germany,46067,80254,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,708,708,ST,7.48,5295.84,870.84,EUR,4425.00000,0.84
406,.1~407,407,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13804,1,02,Rhineland Palatinate,West,MAINZ,Germany,55252,80265,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,582,582,ST,7.48,4353.36,715.86,EUR,3637.50000,0.84
407,.1~408,408,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13802,1,02,Lower Saxony,North,CELLE,Germany,29225,80220,14,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,638,638,ST,7.48,4772.24,784.74,EUR,3987.50000,0.84
408,.1~409,409,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13800,1,02,Berlin,North,BERLIN,Germany,13601,80292,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,687,687,ST,6.95,4774.65,542.73,EUR,4231.92000,0.89
409,.1~410,410,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13810,1,02,Baden-Wurttemberg,South,BALINGEN,Germany,72336,80171,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,716,716,ST,6.95,4976.20,565.64,EUR,4410.56000,0.89
410,.1~411,411,C2,02,01,02/01,2024-01-21T00:00:00,5,21,13808,1,02,Bavaria,South,MÜNCHEN,Germany,80331,80191,14,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,645,645,ST,6.95,4482.75,509.55,EUR,3973.20000,0.89
411,.1~412,412,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13828,1,02,Lower Saxony,North,GÖTTINGEN,Germany,37075,80108,10,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,960,960,ST,6.28,6028.80,1555.20,EUR,4473.60000,0.74
412,.1~413,413,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13828,2,02,Lower Saxony,North,GÖTTINGEN,Germany,37075,80108,10,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,923,923,ST,6.28,5796.44,1495.26,EUR,4301.18000,0.74
413,.1~414,414,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13821,3,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,382,382,ST,6.23,2379.86,469.86,EUR,1910.00000,0.80
414,.1~415,415,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13821,2,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1098,1098,ST,6.23,6840.54,1350.54,EUR,5490.00000,0.80
415,.1~416,416,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13815,1,02,Berlin,North,WALTERSDORF,Germany,12529,80130,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,968,968,ST,6.23,6030.64,1190.64,EUR,4840.00000,0.80
416,.1~417,417,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13819,2,02,Nrth Rhine Westfalia,West,BAD OEYNHAUSEN,Germany,32547,80148,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,931,931,ST,6.23,5800.13,1145.13,EUR,4655.00000,0.80
417,.1~418,418,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13813,1,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,877,877,ST,6.23,5463.71,1078.71,EUR,4385.00000,0.80
418,.1~419,419,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13817,2,02,Brandenburg,North,BRANDENBURG,Germany,14772,80131,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,1093,1093,ST,6.23,6809.39,1344.39,EUR,5465.00000,0.80
419,.1~420,420,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13813,2,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,CC-F02,500g Blueberry Muesli,Finished Product,F02,500g,Blueberry Muesli,922,922,ST,6.23,5744.06,1134.06,EUR,4610.00000,0.80
420,.1~421,421,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13813,3,02,Bavaria,South,INGOLSTADT,Germany,85055,80120,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,1103,1103,ST,5.79,6386.37,871.37,EUR,5515.00000,0.86
421,.1~422,422,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13823,2,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F04,500g Raisin Muesli,Finished Product,F04,500g,Raisin Muesli,993,993,ST,5.79,5749.47,784.47,EUR,4965.00000,0.86
422,.1~423,423,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13823,3,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,992,992,ST,6.61,6557.12,1607.04,EUR,4950.08000,0.75
423,.1~424,424,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13823,1,02,Nrth Rhine Westfalia,West,ESSEN,Germany,45127,80153,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,1025,1025,ST,6.61,6775.25,1660.50,EUR,5114.75000,0.75
424,.1~425,425,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13821,4,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,1056,1056,ST,6.61,6980.16,1710.72,EUR,5269.44000,0.75
425,.1~426,426,C2,02,02,02/02,2024-01-22T00:00:00,5,22,13821,1,02,Nrth Rhine Westfalia,West,DÜSSELDORF,Germany,40212,80151,12,CC-F11,1kg Nut Muesli,Finished Product,F11,1kg,Nut Muesli,948,948,ST,6.61,6266.28,1535.76,EUR,4730.52000,0.75
