,ID,ROW_ID,PLANT,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,INVENTORY_OPENING_BALANCE,UNIT
32,.1~646,646,C2,02,10,02/10,2024-01-30T00:00:00,6,30,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
33,.1~712,712,C2,02,13,02/13,2024-02-02T00:00:00,7,33,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
34,.1~294,294,C2,01,14,01/14,2024-01-14T00:00:00,3,14,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
35,.1~690,690,C2,02,12,02/12,2024-02-01T00:00:00,7,32,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
36,.1~162,162,C2,01,08,01/08,2024-01-08T00:00:00,2,8,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
37,.1~668,668,C2,02,11,02/11,2024-01-31T00:00:00,7,31,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
38,.1~184,184,C2,01,09,01/09,2024-01-09T00:00:00,2,9,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
39,.1~228,228,C2,01,11,01/11,2024-01-11T00:00:00,3,11,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
40,.1~734,734,C2,02,14,02/14,2024-02-03T00:00:00,7,34,02,CC-F12,1kg Blueberry Muesli,Finished Product,F12,1kg,Blueberry Muesli,0,ST
41,.1~564,564,C2,02,06,02/06,2024-01-26T00:00:00,6,26,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
42,.1~586,586,C2,02,07,02/07,2024-01-27T00:00:00,6,27,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
43,.1~718,718,C2,02,13,02/13,2024-02-02T00:00:00,7,33,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,338008,ST
44,.1~828,828,C2,02,18,02/18,2024-02-07T00:00:00,8,38,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,216676,ST
45,.1~14,14,C2,01,01,01/01,2024-01-01T00:00:00,1,1,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,0,ST
46,.1~256,256,C2,01,12,01/12,2024-01-12T00:00:00,3,12,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,195002,ST
47,.1~894,894,C2,03,01,03/01,2024-02-10T00:00:00,9,41,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,143010,ST
48,.1~36,36,C2,01,02,01/02,2024-01-02T00:00:00,1,2,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,0,ST
49,.1~784,784,C2,02,16,02/16,2024-02-05T00:00:00,8,36,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,264342,ST
50,.1~102,102,C2,01,05,01/05,2024-01-05T00:00:00,1,5,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
51,.1~190,190,C2,01,09,01/09,2024-01-09T00:00:00,2,9,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,140668,ST
52,.1~388,388,C2,01,18,01/18,2024-01-18T00:00:00,4,18,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
53,.1~344,344,C2,01,16,01/16,2024-01-16T00:00:00,4,16,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
54,.1~366,366,C2,01,17,01/17,2024-01-17T00:00:00,4,17,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
55,.1~212,212,C2,01,10,01/10,2024-01-10T00:00:00,2,10,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,119002,ST
56,.1~124,124,C2,01,06,01/06,2024-01-06T00:00:00,2,6,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
57,.1~454,454,C2,02,01,02/01,2024-01-21T00:00:00,5,21,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,106338,ST
58,.1~300,300,C2,01,14,01/14,2024-01-14T00:00:00,3,14,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,147336,ST
59,.1~674,674,C2,02,11,02/11,2024-01-31T00:00:00,7,31,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
60,.1~850,850,C2,02,19,02/19,2024-02-08T00:00:00,8,39,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,190676,ST
61,.1~498,498,C2,02,03,02/03,2024-01-23T00:00:00,5,23,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,58672,ST
62,.1~806,806,C2,02,17,02/17,2024-02-06T00:00:00,8,37,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,238342,ST
63,.1~696,696,C2,02,12,02/12,2024-02-01T00:00:00,7,32,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,362000,ST
64,.1~58,58,C2,01,03,01/03,2024-01-03T00:00:00,1,3,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
65,.1~652,652,C2,02,10,02/10,2024-01-30T00:00:00,6,30,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
66,.1~146,146,C2,01,07,01/07,2024-01-07T00:00:00,2,7,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
67,.1~432,432,C2,01,20,01/20,2024-01-20T00:00:00,4,20,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
68,.1~608,608,C2,02,08,02/08,2024-01-28T00:00:00,6,28,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
69,.1~740,740,C2,02,14,02/14,2024-02-03T00:00:00,7,34,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,312008,ST
70,.1~168,168,C2,01,08,01/08,2024-01-08T00:00:00,2,8,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,166668,ST
71,.1~520,520,C2,02,04,02/04,2024-01-24T00:00:00,5,24,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,224672,ST
72,.1~278,278,C2,01,13,01/13,2024-01-13T00:00:00,3,13,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,173336,ST
73,.1~80,80,C2,01,04,01/04,2024-01-04T00:00:00,1,4,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
74,.1~234,234,C2,01,11,01/11,2024-01-11T00:00:00,3,11,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,221002,ST
75,.1~322,322,C2,01,15,01/15,2024-01-15T00:00:00,3,15,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
76,.1~872,872,C2,02,20,02/20,2024-02-09T00:00:00,8,40,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,169010,ST
77,.1~410,410,C2,01,19,01/19,2024-01-19T00:00:00,4,19,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,128000,ST
78,.1~630,630,C2,02,09,02/09,2024-01-29T00:00:00,6,29,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,192000,ST
79,.1~476,476,C2,02,02,02/02,2024-01-22T00:00:00,5,22,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,80338,ST
80,.1~762,762,C2,02,15,02/15,2024-02-04T00:00:00,7,35,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,290342,ST
81,.1~542,542,C2,02,05,02/05,2024-01-25T00:00:00,5,25,88,CC-P02,Large Bag (1kg),Raw materials,P02,1kg,Large Bag,198672,ST
82,.1~871,871,C2,02,20,02/20,2024-02-09T00:00:00,8,40,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,169010,ST
83,.1~563,563,C2,02,06,02/06,2024-01-26T00:00:00,6,26,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
84,.1~739,739,C2,02,14,02/14,2024-02-03T00:00:00,7,34,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,312008,ST
85,.1~277,277,C2,01,13,01/13,2024-01-13T00:00:00,3,13,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,173336,ST
86,.1~189,189,C2,01,09,01/09,2024-01-09T00:00:00,2,9,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,140668,ST
87,.1~519,519,C2,02,04,02/04,2024-01-24T00:00:00,5,24,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,224672,ST
88,.1~607,607,C2,02,08,02/08,2024-01-28T00:00:00,6,28,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
89,.1~123,123,C2,01,06,01/06,2024-01-06T00:00:00,2,6,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
90,.1~167,167,C2,01,08,01/08,2024-01-08T00:00:00,2,8,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,166668,ST
91,.1~35,35,C2,01,02,01/02,2024-01-02T00:00:00,1,2,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,0,ST
92,.1~79,79,C2,01,04,01/04,2024-01-04T00:00:00,1,4,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
93,.1~827,827,C2,02,18,02/18,2024-02-07T00:00:00,8,38,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,216676,ST
94,.1~233,233,C2,01,11,01/11,2024-01-11T00:00:00,3,11,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,221002,ST
95,.1~387,387,C2,01,18,01/18,2024-01-18T00:00:00,4,18,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
96,.1~409,409,C2,01,19,01/19,2024-01-19T00:00:00,4,19,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
97,.1~761,761,C2,02,15,02/15,2024-02-04T00:00:00,7,35,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,290342,ST
98,.1~541,541,C2,02,05,02/05,2024-01-25T00:00:00,5,25,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,198672,ST
99,.1~343,343,C2,01,16,01/16,2024-01-16T00:00:00,4,16,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
100,.1~717,717,C2,02,13,02/13,2024-02-02T00:00:00,7,33,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,338008,ST
101,.1~585,585,C2,02,07,02/07,2024-01-27T00:00:00,6,27,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
102,.1~475,475,C2,02,02,02/02,2024-01-22T00:00:00,5,22,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,80338,ST
103,.1~673,673,C2,02,11,02/11,2024-01-31T00:00:00,7,31,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
104,.1~211,211,C2,01,10,01/10,2024-01-10T00:00:00,2,10,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,119002,ST
105,.1~805,805,C2,02,17,02/17,2024-02-06T00:00:00,8,37,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,238342,ST
106,.1~57,57,C2,01,03,01/03,2024-01-03T00:00:00,1,3,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
107,.1~783,783,C2,02,16,02/16,2024-02-05T00:00:00,8,36,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,264342,ST
108,.1~321,321,C2,01,15,01/15,2024-01-15T00:00:00,3,15,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
109,.1~365,365,C2,01,17,01/17,2024-01-17T00:00:00,4,17,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
110,.1~453,453,C2,02,01,02/01,2024-01-21T00:00:00,5,21,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,106338,ST
111,.1~893,893,C2,03,01,03/01,2024-02-10T00:00:00,9,41,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,143010,ST
112,.1~849,849,C2,02,19,02/19,2024-02-08T00:00:00,8,39,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,190676,ST
113,.1~497,497,C2,02,03,02/03,2024-01-23T00:00:00,5,23,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,58672,ST
114,.1~255,255,C2,01,12,01/12,2024-01-12T00:00:00,3,12,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,195002,ST
115,.1~431,431,C2,01,20,01/20,2024-01-20T00:00:00,4,20,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,128000,ST
116,.1~13,13,C2,01,01,01/01,2024-01-01T00:00:00,1,1,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,0,ST
117,.1~651,651,C2,02,10,02/10,2024-01-30T00:00:00,6,30,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
118,.1~145,145,C2,01,07,01/07,2024-01-07T00:00:00,2,7,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
119,.1~629,629,C2,02,09,02/09,2024-01-29T00:00:00,6,29,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
120,.1~695,695,C2,02,12,02/12,2024-02-01T00:00:00,7,32,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,362000,ST
121,.1~101,101,C2,01,05,01/05,2024-01-05T00:00:00,1,5,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,192000,ST
122,.1~299,299,C2,01,14,01/14,2024-01-14T00:00:00,3,14,88,CC-P01,Large Box (1kg),Raw materials,P01,1kg,Large Box,147336,ST
123,.1~127,127,C2,01,06,01/06,2024-01-06T00:00:00,2,6,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
124,.1~677,677,C2,02,11,02/11,2024-01-31T00:00:00,7,31,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
125,.1~259,259,C2,01,12,01/12,2024-01-12T00:00:00,3,12,88,CC-R01,Nuts,Raw materials,R01,,Nuts,28800.000,KG
126,.1~699,699,C2,02,12,02/12,2024-02-01T00:00:00,7,32,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
127,.1~237,237,C2,01,11,01/11,2024-01-11T00:00:00,3,11,88,CC-R01,Nuts,Raw materials,R01,,Nuts,28800.000,KG
128,.1~149,149,C2,01,07,01/07,2024-01-07T00:00:00,2,7,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
129,.1~215,215,C2,01,10,01/10,2024-01-10T00:00:00,2,10,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
130,.1~83,83,C2,01,04,01/04,2024-01-04T00:00:00,1,4,88,CC-R01,Nuts,Raw materials,R01,,Nuts,9700.000,KG
131,.1~567,567,C2,02,06,02/06,2024-01-26T00:00:00,6,26,88,CC-R01,Nuts,Raw materials,R01,,Nuts,17250.300,KG
132,.1~369,369,C2,01,17,01/17,2024-01-17T00:00:00,4,17,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
133,.1~831,831,C2,02,18,02/18,2024-02-07T00:00:00,8,38,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26650.000,KG
134,.1~545,545,C2,02,05,02/05,2024-01-25T00:00:00,5,25,88,CC-R01,Nuts,Raw materials,R01,,Nuts,18000.000,KG
135,.1~391,391,C2,01,18,01/18,2024-01-18T00:00:00,4,18,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
136,.1~875,875,C2,02,20,02/20,2024-02-09T00:00:00,8,40,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26353.000,KG
137,.1~413,413,C2,01,19,01/19,2024-01-19T00:00:00,4,19,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
138,.1~897,897,C2,03,01,03/01,2024-02-10T00:00:00,9,41,88,CC-R01,Nuts,Raw materials,R01,,Nuts,18553.000,KG
139,.1~523,523,C2,02,04,02/04,2024-01-24T00:00:00,5,24,88,CC-R01,Nuts,Raw materials,R01,,Nuts,18000.000,KG
140,.1~435,435,C2,01,20,01/20,2024-01-20T00:00:00,4,20,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
141,.1~61,61,C2,01,03,01/03,2024-01-03T00:00:00,1,3,88,CC-R01,Nuts,Raw materials,R01,,Nuts,13600.000,KG
142,.1~743,743,C2,02,14,02/14,2024-02-03T00:00:00,7,34,88,CC-R01,Nuts,Raw materials,R01,,Nuts,28050.800,KG
143,.1~501,501,C2,02,03,02/03,2024-01-23T00:00:00,5,23,88,CC-R01,Nuts,Raw materials,R01,,Nuts,3200.000,KG
144,.1~457,457,C2,02,01,02/01,2024-01-21T00:00:00,5,21,88,CC-R01,Nuts,Raw materials,R01,,Nuts,15901.400,KG
145,.1~853,853,C2,02,19,02/19,2024-02-08T00:00:00,8,39,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26650.000,KG
146,.1~39,39,C2,01,02,01/02,2024-01-02T00:00:00,1,2,88,CC-R01,Nuts,Raw materials,R01,,Nuts,0.000,KG
147,.1~171,171,C2,01,08,01/08,2024-01-08T00:00:00,2,8,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
148,.1~479,479,C2,02,02,02/02,2024-01-22T00:00:00,5,22,88,CC-R01,Nuts,Raw materials,R01,,Nuts,8101.400,KG
149,.1~787,787,C2,02,16,02/16,2024-02-05T00:00:00,8,36,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26650.000,KG
150,.1~765,765,C2,02,15,02/15,2024-02-04T00:00:00,7,35,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26650.000,KG
151,.1~655,655,C2,02,10,02/10,2024-01-30T00:00:00,6,30,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
152,.1~281,281,C2,01,13,01/13,2024-01-13T00:00:00,3,13,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26933.600,KG
153,.1~17,17,C2,01,01,01/01,2024-01-01T00:00:00,1,1,88,CC-R01,Nuts,Raw materials,R01,,Nuts,0.000,KG
154,.1~105,105,C2,01,05,01/05,2024-01-05T00:00:00,1,5,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
155,.1~633,633,C2,02,09,02/09,2024-01-29T00:00:00,6,29,88,CC-R01,Nuts,Raw materials,R01,,Nuts,10484.500,KG
156,.1~303,303,C2,01,14,01/14,2024-01-14T00:00:00,3,14,88,CC-R01,Nuts,Raw materials,R01,,Nuts,24333.600,KG
157,.1~721,721,C2,02,13,02/13,2024-02-02T00:00:00,7,33,88,CC-R01,Nuts,Raw materials,R01,,Nuts,30650.800,KG
158,.1~809,809,C2,02,17,02/17,2024-02-06T00:00:00,8,37,88,CC-R01,Nuts,Raw materials,R01,,Nuts,26650.000,KG
159,.1~611,611,C2,02,08,02/08,2024-01-28T00:00:00,6,28,88,CC-R01,Nuts,Raw materials,R01,,Nuts,14800.000,KG
160,.1~325,325,C2,01,15,01/15,2024-01-15T00:00:00,3,15,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
161,.1~589,589,C2,02,07,02/07,2024-01-27T00:00:00,6,27,88,CC-R01,Nuts,Raw materials,R01,,Nuts,15950.300,KG
162,.1~347,347,C2,01,16,01/16,2024-01-16T00:00:00,4,16,88,CC-R01,Nuts,Raw materials,R01,,Nuts,22400.000,KG
163,.1~193,193,C2,01,09,01/09,2024-01-09T00:00:00,2,9,88,CC-R01,Nuts,Raw materials,R01,,Nuts,6400.000,KG
164,.1~902,902,C2,03,01,03/01,2024-02-10T00:00:00,9,41,88,CC-R06,Oats,Raw materials,R06,,Oats,83203.500,KG
165,.1~880,880,C2,02,20,02/20,2024-02-09T00:00:00,8,40,88,CC-R06,Oats,Raw materials,R06,,Oats,92303.500,KG
166,.1~22,22,C2,01,01,01/01,2024-01-01T00:00:00,1,1,88,CC-R06,Oats,Raw materials,R06,,Oats,0.000,KG
167,.1~264,264,C2,01,12,01/12,2024-01-12T00:00:00,3,12,88,CC-R06,Oats,Raw materials,R06,,Oats,97050.700,KG
168,.1~660,660,C2,02,10,02/10,2024-01-30T00:00:00,6,30,88,CC-R06,Oats,Raw materials,R06,,Oats,72400.000,KG
169,.1~286,286,C2,01,13,01/13,2024-01-13T00:00:00,3,13,88,CC-R06,Oats,Raw materials,R06,,Oats,90400.800,KG
170,.1~638,638,C2,02,09,02/09,2024-01-29T00:00:00,6,29,88,CC-R06,Oats,Raw materials,R06,,Oats,76484.500,KG
171,.1~308,308,C2,01,14,01/14,2024-01-14T00:00:00,3,14,88,CC-R06,Oats,Raw materials,R06,,Oats,82600.800,KG
172,.1~616,616,C2,02,08,02/08,2024-01-28T00:00:00,6,28,88,CC-R06,Oats,Raw materials,R06,,Oats,80800.000,KG
173,.1~330,330,C2,01,15,01/15,2024-01-15T00:00:00,3,15,88,CC-R06,Oats,Raw materials,R06,,Oats,76392.250,KG
174,.1~594,594,C2,02,07,02/07,2024-01-27T00:00:00,6,27,88,CC-R06,Oats,Raw materials,R06,,Oats,84250.900,KG
175,.1~352,352,C2,01,16,01/16,2024-01-16T00:00:00,4,16,88,CC-R06,Oats,Raw materials,R06,,Oats,71842.250,KG
176,.1~572,572,C2,02,06,02/06,2024-01-26T00:00:00,6,26,88,CC-R06,Oats,Raw materials,R06,,Oats,88150.900,KG
177,.1~374,374,C2,01,17,01/17,2024-01-17T00:00:00,4,17,88,CC-R06,Oats,Raw materials,R06,,Oats,67292.250,KG
178,.1~550,550,C2,02,05,02/05,2024-01-25T00:00:00,5,25,88,CC-R06,Oats,Raw materials,R06,,Oats,92735.200,KG
179,.1~396,396,C2,01,18,01/18,2024-01-18T00:00:00,4,18,88,CC-R06,Oats,Raw materials,R06,,Oats,63500.700,KG
180,.1~528,528,C2,02,04,02/04,2024-01-24T00:00:00,5,24,88,CC-R06,Oats,Raw materials,R06,,Oats,101835.200,KG
181,.1~418,418,C2,01,19,01/19,2024-01-19T00:00:00,4,19,88,CC-R06,Oats,Raw materials,R06,,Oats,58950.700,KG
182,.1~506,506,C2,02,03,02/03,2024-01-23T00:00:00,5,23,88,CC-R06,Oats,Raw materials,R06,,Oats,30135.200,KG
183,.1~440,440,C2,01,20,01/20,2024-01-20T00:00:00,4,20,88,CC-R06,Oats,Raw materials,R06,,Oats,54400.700,KG
184,.1~484,484,C2,02,02,02/02,2024-01-22T00:00:00,5,22,88,CC-R06,Oats,Raw materials,R06,,Oats,37718.300,KG
185,.1~462,462,C2,02,01,02/01,2024-01-21T00:00:00,5,21,88,CC-R06,Oats,Raw materials,R06,,Oats,46818.300,KG
186,.1~44,44,C2,01,02,01/02,2024-01-02T00:00:00,1,2,88,CC-R06,Oats,Raw materials,R06,,Oats,0.000,KG
187,.1~858,858,C2,02,19,02/19,2024-02-08T00:00:00,8,39,88,CC-R06,Oats,Raw materials,R06,,Oats,99886.600,KG
188,.1~66,66,C2,01,03,01/03,2024-01-03T00:00:00,1,3,88,CC-R06,Oats,Raw materials,R06,,Oats,80800.000,KG
189,.1~836,836,C2,02,18,02/18,2024-02-07T00:00:00,8,38,88,CC-R06,Oats,Raw materials,R06,,Oats,108986.600,KG
190,.1~88,88,C2,01,04,01/04,2024-01-04T00:00:00,1,4,88,CC-R06,Oats,Raw materials,R06,,Oats,76250.000,KG
191,.1~814,814,C2,02,17,02/17,2024-02-06T00:00:00,8,37,88,CC-R06,Oats,Raw materials,R06,,Oats,116569.700,KG
192,.1~110,110,C2,01,05,01/05,2024-01-05T00:00:00,1,5,88,CC-R06,Oats,Raw materials,R06,,Oats,72400.000,KG
193,.1~792,792,C2,02,16,02/16,2024-02-05T00:00:00,8,36,88,CC-R06,Oats,Raw materials,R06,,Oats,125669.700,KG
194,.1~132,132,C2,01,06,01/06,2024-01-06T00:00:00,2,6,88,CC-R06,Oats,Raw materials,R06,,Oats,67908.450,KG
195,.1~770,770,C2,02,15,02/15,2024-02-04T00:00:00,7,35,88,CC-R06,Oats,Raw materials,R06,,Oats,134769.700,KG
196,.1~154,154,C2,01,07,01/07,2024-01-07T00:00:00,2,7,88,CC-R06,Oats,Raw materials,R06,,Oats,64000.000,KG
197,.1~748,748,C2,02,14,02/14,2024-02-03T00:00:00,7,34,88,CC-R06,Oats,Raw materials,R06,,Oats,141652.400,KG
198,.1~176,176,C2,01,08,01/08,2024-01-08T00:00:00,2,8,88,CC-R06,Oats,Raw materials,R06,,Oats,55133.800,KG
199,.1~726,726,C2,02,13,02/13,2024-02-02T00:00:00,7,33,88,CC-R06,Oats,Raw materials,R06,,Oats,149452.400,KG
200,.1~198,198,C2,01,09,01/09,2024-01-09T00:00:00,2,9,88,CC-R06,Oats,Raw materials,R06,,Oats,46033.800,KG
201,.1~704,704,C2,02,12,02/12,2024-02-01T00:00:00,7,32,88,CC-R06,Oats,Raw materials,R06,,Oats,64000.000,KG
202,.1~220,220,C2,01,10,01/10,2024-01-10T00:00:00,2,10,88,CC-R06,Oats,Raw materials,R06,,Oats,38450.700,KG
203,.1~682,682,C2,02,11,02/11,2024-01-31T00:00:00,7,31,88,CC-R06,Oats,Raw materials,R06,,Oats,68142.950,KG
204,.1~242,242,C2,01,11,01/11,2024-01-11T00:00:00,3,11,88,CC-R06,Oats,Raw materials,R06,,Oats,106150.700,KG
205,.1~328,328,C2,01,15,01/15,2024-01-15T00:00:00,3,15,88,CC-R04,Raisins,Raw materials,R04,,Raisins,12800.000,KG
206,.1~592,592,C2,02,07,02/07,2024-01-27T00:00:00,6,27,88,CC-R04,Raisins,Raw materials,R04,,Raisins,26750.300,KG
207,.1~108,108,C2,01,05,01/05,2024-01-05T00:00:00,1,5,88,CC-R04,Raisins,Raw materials,R04,,Raisins,25600.000,KG
208,.1~526,526,C2,02,04,02/04,2024-01-24T00:00:00,5,24,88,CC-R04,Raisins,Raw materials,R04,,Raisins,28800.000,KG
209,.1~416,416,C2,01,19,01/19,2024-01-19T00:00:00,4,19,88,CC-R04,Raisins,Raw materials,R04,,Raisins,7100.600,KG
210,.1~636,636,C2,02,09,02/09,2024-01-29T00:00:00,6,29,88,CC-R04,Raisins,Raw materials,R04,,Raisins,25600.000,KG
211,.1~548,548,C2,02,05,02/05,2024-01-25T00:00:00,5,25,88,CC-R04,Raisins,Raw materials,R04,,Raisins,28800.000,KG
212,.1~394,394,C2,01,18,01/18,2024-01-18T00:00:00,4,18,88,CC-R04,Raisins,Raw materials,R04,,Raisins,11000.600,KG
213,.1~350,350,C2,01,16,01/16,2024-01-16T00:00:00,4,16,88,CC-R04,Raisins,Raw materials,R04,,Raisins,12800.000,KG
