,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_CODE,YIELD,UNIT
77,.1~1,1,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
78,.1~453,453,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
79,.1~200,200,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
80,.1~240,240,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.1662E4,ST
81,.1~480,480,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.6E4,ST
82,.1~388,388,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
83,.1~321,321,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
84,.1~309,309,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
85,.1~403,403,C2,02,14,02/14,2024-02-03T00:00:00,7,34,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
86,.1~440,440,C2,02,17,02/17,2024-02-06T00:00:00,8,37,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
87,.1~329,329,C2,02,08,02/08,2024-01-28T00:00:00,6,28,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
88,.1~293,293,C2,02,05,02/05,2024-01-25T00:00:00,5,25,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
89,.1~252,252,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,2.6E4,ST
90,.1~376,376,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
91,.1~285,285,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
92,.1~415,415,C2,02,15,02/15,2024-02-04T00:00:00,7,35,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
93,.1~451,451,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
94,.1~342,342,C2,02,09,02/09,2024-01-29T00:00:00,6,29,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
95,.1~467,467,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,9.9E2,ST
96,.1~428,428,C2,02,16,02/16,2024-02-05T00:00:00,8,36,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
97,.1~363,363,C2,02,11,02/11,2024-01-31T00:00:00,7,31,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
98,.1~275,275,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
99,.1~264,264,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,1.6338E4,ST
100,.1~357,357,C2,02,10,02/10,2024-01-30T00:00:00,6,30,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
101,.1~79,79,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
102,.1~64,64,C2,01,06,01/06,2024-01-06T00:00:00,2,6,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
103,.1~85,85,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
104,.1~181,181,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
105,.1~54,54,C2,01,05,01/05,2024-01-05T00:00:00,1,5,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
106,.1~173,173,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
107,.1~202,202,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
108,.1~105,105,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
109,.1~38,38,C2,01,04,01/04,2024-01-04T00:00:00,1,4,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
110,.1~117,117,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
111,.1~26,26,C2,01,03,01/03,2024-01-03T00:00:00,1,3,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
112,.1~124,124,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
113,.1~211,211,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
114,.1~6,6,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
115,.1~147,147,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
116,.1~21,21,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
117,.1~157,157,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
118,.1~137,137,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
119,.1~218,218,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F11,1kg Nut Muesli,1kg,Nut Muesli,F11,0,ST
120,.1~367,367,C2,02,11,02/11,2024-01-31T00:00:00,7,31,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
121,.1~101,101,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
122,.1~95,95,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
123,.1~248,248,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
124,.1~209,209,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
125,.1~235,235,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
126,.1~383,383,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
127,.1~222,222,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
128,.1~392,392,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
129,.1~77,77,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
130,.1~397,397,C2,02,14,02/14,2024-02-03T00:00:00,7,34,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
131,.1~169,169,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
132,.1~291,291,C2,02,05,02/05,2024-01-25T00:00:00,5,25,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
133,.1~158,158,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
134,.1~283,283,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
135,.1~306,306,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
136,.1~145,145,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
137,.1~314,314,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
138,.1~270,270,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
139,.1~136,136,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
140,.1~185,185,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
141,.1~334,334,C2,02,08,02/08,2024-01-28T00:00:00,6,28,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
142,.1~123,123,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
143,.1~259,259,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
144,.1~344,344,C2,02,09,02/09,2024-01-29T00:00:00,6,29,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
145,.1~349,349,C2,02,10,02/10,2024-01-30T00:00:00,6,30,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
146,.1~195,195,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
147,.1~111,111,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
148,.1~42,42,C2,01,04,01/04,2024-01-04T00:00:00,1,4,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
149,.1~29,29,C2,01,03,01/03,2024-01-03T00:00:00,1,3,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
150,.1~452,452,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
151,.1~423,423,C2,02,16,02/16,2024-02-05T00:00:00,8,36,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
152,.1~463,463,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
153,.1~16,16,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
154,.1~419,419,C2,02,15,02/15,2024-02-04T00:00:00,7,35,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
155,.1~55,55,C2,01,05,01/05,2024-01-05T00:00:00,1,5,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
156,.1~435,435,C2,02,17,02/17,2024-02-06T00:00:00,8,37,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
157,.1~473,473,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
158,.1~2,2,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
159,.1~67,67,C2,01,06,01/06,2024-01-06T00:00:00,2,6,CC-F15,1kg Original Muesli,1kg,Original Muesli,F15,0,ST
160,.1~420,420,C2,02,15,02/15,2024-02-04T00:00:00,7,35,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.6E4,ST
161,.1~17,17,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
162,.1~31,31,C2,01,03,01/03,2024-01-03T00:00:00,1,3,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
163,.1~273,273,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
164,.1~108,108,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,1.2668E4,ST
165,.1~109,109,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
166,.1~352,352,C2,02,10,02/10,2024-01-30T00:00:00,6,30,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
167,.1~458,458,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
168,.1~217,217,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
169,.1~49,49,C2,01,05,01/05,2024-01-05T00:00:00,1,5,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
170,.1~278,278,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
171,.1~298,298,C2,02,05,02/05,2024-01-25T00:00:00,5,25,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
172,.1~432,432,C2,02,16,02/16,2024-02-05T00:00:00,8,36,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.6E4,ST
173,.1~170,170,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
174,.1~3,3,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
175,.1~166,166,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
176,.1~127,127,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
177,.1~448,448,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
178,.1~337,337,C2,02,09,02/09,2024-01-29T00:00:00,6,29,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
179,.1~41,41,C2,01,04,01/04,2024-01-04T00:00:00,1,4,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
180,.1~391,391,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
181,.1~443,443,C2,02,17,02/17,2024-02-06T00:00:00,8,37,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,4.342E3,ST
182,.1~243,243,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
183,.1~205,205,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
184,.1~84,84,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.5332E4,ST
185,.1~304,304,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
186,.1~476,476,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
187,.1~407,407,C2,02,14,02/14,2024-02-03T00:00:00,7,34,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,7.658E3,ST
188,.1~197,197,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
189,.1~373,373,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
190,.1~253,253,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
191,.1~66,66,C2,01,06,01/06,2024-01-06T00:00:00,2,6,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
192,.1~325,325,C2,02,08,02/08,2024-01-28T00:00:00,6,28,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
193,.1~152,152,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
194,.1~191,191,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
195,.1~232,232,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
196,.1~96,96,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,2.6E4,ST
197,.1~318,318,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
198,.1~133,133,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
199,.1~361,361,C2,02,11,02/11,2024-01-31T00:00:00,7,31,CC-F14,1kg Raisin Muesli,1kg,Raisin Muesli,F14,0,ST
200,.1~444,444,C2,02,17,02/17,2024-02-06T00:00:00,8,37,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,1.7324E4,ST
201,.1~155,155,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
202,.1~143,143,C2,01,12,01/12,2024-01-12T00:00:00,3,12,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,3.002E3,ST
203,.1~308,308,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
204,.1~34,34,C2,01,03,01/03,2024-01-03T00:00:00,1,3,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
205,.1~225,225,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
206,.1~229,229,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
207,.1~4,4,C2,01,01,01/01,2024-01-01T00:00:00,1,1,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
208,.1~212,212,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
209,.1~479,479,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
210,.1~246,246,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
211,.1~468,468,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.0676E4,ST
212,.1~255,255,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
213,.1~193,193,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
214,.1~190,190,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
215,.1~265,265,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
216,.1~177,177,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
217,.1~277,277,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
218,.1~22,22,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
219,.1~456,456,C2,02,18,02/18,2024-02-07T00:00:00,8,38,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.6E4,ST
220,.1~163,163,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
221,.1~297,297,C2,02,05,02/05,2024-01-25T00:00:00,5,25,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
222,.1~92,92,C2,01,08,01/08,2024-01-08T00:00:00,2,8,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
223,.1~371,371,C2,02,11,02/11,2024-01-31T00:00:00,7,31,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
224,.1~45,45,C2,01,04,01/04,2024-01-04T00:00:00,1,4,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
225,.1~379,379,C2,02,12,02/12,2024-02-01T00:00:00,7,32,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
226,.1~120,120,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.6E4,ST
227,.1~412,412,C2,02,15,02/15,2024-02-04T00:00:00,7,35,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
228,.1~338,338,C2,02,09,02/09,2024-01-29T00:00:00,6,29,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
229,.1~51,51,C2,01,05,01/05,2024-01-05T00:00:00,1,5,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
230,.1~82,82,C2,01,07,01/07,2024-01-07T00:00:00,2,7,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
231,.1~326,326,C2,02,08,02/08,2024-01-28T00:00:00,6,28,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
232,.1~63,63,C2,01,06,01/06,2024-01-06T00:00:00,2,6,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
233,.1~132,132,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,2.6E4,ST
234,.1~107,107,C2,01,09,01/09,2024-01-09T00:00:00,2,9,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,8.998E3,ST
235,.1~393,393,C2,02,13,02/13,2024-02-02T00:00:00,7,33,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
236,.1~422,422,C2,02,16,02/16,2024-02-05T00:00:00,8,36,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
237,.1~358,358,C2,02,10,02/10,2024-01-30T00:00:00,6,30,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
238,.1~404,404,C2,02,14,02/14,2024-02-03T00:00:00,7,34,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
239,.1~316,316,C2,02,07,02/07,2024-01-27T00:00:00,6,27,CC-F13,1kg Strawberry Muesli,1kg,Strawberry Muesli,F13,0,ST
240,.1~52,52,C2,01,05,01/05,2024-01-05T00:00:00,1,5,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
241,.1~167,167,C2,01,14,01/14,2024-01-14T00:00:00,3,14,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,2.33E3,ST
242,.1~131,131,C2,01,11,01/11,2024-01-11T00:00:00,3,11,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
243,.1~180,180,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,2.6E4,ST
244,.1~250,250,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
245,.1~114,114,C2,01,10,01/10,2024-01-10T00:00:00,2,10,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
246,.1~203,203,C2,01,17,01/17,2024-01-17T00:00:00,4,17,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,9.67E3,ST
247,.1~302,302,C2,02,06,02/06,2024-01-26T00:00:00,6,26,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
248,.1~223,223,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
249,.1~431,431,C2,02,16,02/16,2024-02-05T00:00:00,8,36,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
250,.1~30,30,C2,01,03,01/03,2024-01-03T00:00:00,1,3,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
251,.1~153,153,C2,01,13,01/13,2024-01-13T00:00:00,3,13,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
252,.1~272,272,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
253,.1~290,290,C2,02,05,02/05,2024-01-25T00:00:00,5,25,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
254,.1~207,207,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
255,.1~231,231,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
256,.1~341,341,C2,02,09,02/09,2024-01-29T00:00:00,6,29,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
257,.1~37,37,C2,01,04,01/04,2024-01-04T00:00:00,1,4,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
258,.1~441,441,C2,02,17,02/17,2024-02-06T00:00:00,8,37,CC-F02,500g Blueberry Muesli,500g,Blueberry Muesli,F02,0,ST
