,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_SIZE,MATERIAL_LABEL,MATERIAL_CODE,YIELD,UNIT
65,.1~464,464,C2,02,19,02/19,2024-02-08T00:00:00,8,39,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
66,.1~187,187,C2,01,16,01/16,2024-01-16T00:00:00,4,16,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
67,.1~247,247,C2,02,01,02/01,2024-01-21T00:00:00,5,21,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
68,.1~261,261,C2,02,02,02/02,2024-01-22T00:00:00,5,22,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
69,.1~233,233,C2,01,20,01/20,2024-01-20T00:00:00,4,20,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
70,.1~215,215,C2,01,18,01/18,2024-01-18T00:00:00,4,18,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
71,.1~271,271,C2,02,03,02/03,2024-01-23T00:00:00,5,23,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
72,.1~20,20,C2,01,02,01/02,2024-01-02T00:00:00,1,2,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
73,.1~174,174,C2,01,15,01/15,2024-01-15T00:00:00,3,15,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
74,.1~227,227,C2,01,19,01/19,2024-01-19T00:00:00,4,19,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
75,.1~281,281,C2,02,04,02/04,2024-01-24T00:00:00,5,24,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
76,.1~469,469,C2,02,20,02/20,2024-02-09T00:00:00,8,40,CC-F16,1kg Mixed Fruit Muesli,1kg,Mixed Fruit Muesli,F16,0,ST
